ethnicity,mean,median,lower,upper
asian,40.4237527962354,40.4639391820404,38.1929780424356,42.5978991522312
black,55.1800742110396,55.2035888798261,53.6082556053093,56.6279288297199
hispanic,42.9189581254734,42.8748242765873,40.7757812243937,45.0517408246374
other,48.3235470762592,48.3371110840866,46.9160052333176,49.6612672060475
white,52.5600323821983,52.5665682652879,51.6068380829804,53.5372374013828
