age_group,gender,mean,median,lower,upper
18-19,female,22.3035089768942,22.2758370387566,20.7845060492064,23.8022509733988
18-19,male,25.774148093858,25.7849564400743,24.2337653891857,27.6976380696222
20-44,female,37.1039146463863,37.1278122137858,35.6266461815387,38.718815309012
20-44,male,41.5289995948974,41.5381313329502,39.9048349045413,43.0964915196219
45-64,female,58.3953050249462,58.4350388413487,56.87951447866,59.9951095831063
45-64,male,63.0063131397659,63.0007163383864,61.3667927345411,64.7317326369861
65plus,female,66.3701401338467,66.4060042353079,64.7251583581181,68.049575072925
65plus,male,70.7007387146989,70.6883401295476,69.1873749734416,72.2995599097129
