age_group,gender,mean,median,lower,upper
18-19,female,25.2507075771273,25.190784638634,23.6052177876146,26.8458051809559
18-19,male,28.3254038051001,28.2870339853388,26.911868787266,30.0265109285329
20-44,female,37.5005494258406,37.495673531067,36.01035995741,39.0090549234283
20-44,male,41.3248658439405,41.3133350994379,39.8584185647903,42.8420282153667
45-64,female,56.4805015089647,56.4826318192549,54.7985254830877,58.1317130153391
45-64,male,60.2740432777709,60.295694544779,58.6681181799447,61.9318324406853
65plus,female,62.5989360173972,62.5472586729489,61.0209700497537,64.1859610768398
65plus,male,66.2880245866148,66.3014254744826,64.7050753058125,67.6470514266735
