age_group,mean,median,lower,upper
18-19,24.0776070969937,24.0810328284702,22.6975693445512,25.5747508052282
20-44,39.3576971097316,39.3661526110678,38.1720414070237,40.4560770110877
45-64,60.6837215812566,60.6890699787538,59.4115925587204,61.964505510318
65plus,68.3075615288154,68.3347777554481,66.9573343170212,69.6625459074785
