ethnicity,mean,median,lower,upper
asian,40.257610794725,40.214218355742,38.041226599798,42.521456089447
black,55.2619308371691,55.2269471644971,53.857739912917,56.7839470232353
hispanic,42.8101768781202,42.7798532757522,40.6006702196745,45.2202245565534
other,46.558914078622,46.547543138166,45.3989783606164,47.805128206388
white,51.5089265601384,51.5212818517481,50.600506557991,52.3210514918261
