bmi,n,percent
1040.8,1,1.18480705796199e-06
1040.9,1,1.18480705796199e-06
1041.2,1,1.18480705796199e-06
1041.3,2,2.36961411592399e-06
1041.4,2,2.36961411592399e-06
1041.8,1,1.18480705796199e-06
1041.9,1,1.18480705796199e-06
1042.1,1,1.18480705796199e-06
1042.6,1,1.18480705796199e-06
1042.8,1,1.18480705796199e-06
1043.2,1,1.18480705796199e-06
1043.8,1,1.18480705796199e-06
1044.3,3,3.55442117388598e-06
1044.5,1,1.18480705796199e-06
1044.8,2,2.36961411592399e-06
1045,2,2.36961411592399e-06
1045.2,1,1.18480705796199e-06
1045.4,1,1.18480705796199e-06
1045.9,2,2.36961411592399e-06
1046.2,1,1.18480705796199e-06
1046.4,1,1.18480705796199e-06
1046.5,1,1.18480705796199e-06
1046.9,1,1.18480705796199e-06
1047,1,1.18480705796199e-06
1047.1,1,1.18480705796199e-06
1047.3,1,1.18480705796199e-06
1047.4,1,1.18480705796199e-06
1047.6,1,1.18480705796199e-06
1047.8,1,1.18480705796199e-06
1048.2,1,1.18480705796199e-06
1048.4,1,1.18480705796199e-06
1048.8,1,1.18480705796199e-06
1048.9,1,1.18480705796199e-06
1049,2,2.36961411592399e-06
1049.5,2,2.36961411592399e-06
1050.1,1,1.18480705796199e-06
1050.3,1,1.18480705796199e-06
1050.4,2,2.36961411592399e-06
1050.6,2,2.36961411592399e-06
1051,2,2.36961411592399e-06
1051.1,2,2.36961411592399e-06
1051.3,1,1.18480705796199e-06
1051.8,1,1.18480705796199e-06
1051.9,2,2.36961411592399e-06
1052,1,1.18480705796199e-06
1052.3,1,1.18480705796199e-06
1052.4,1,1.18480705796199e-06
1052.8,1,1.18480705796199e-06
1053.2,1,1.18480705796199e-06
1054.1,1,1.18480705796199e-06
1054.3,1,1.18480705796199e-06
1054.8,1,1.18480705796199e-06
1054.9,2,2.36961411592399e-06
1055,1,1.18480705796199e-06
1055.2,1,1.18480705796199e-06
1055.4,1,1.18480705796199e-06
1055.6,1,1.18480705796199e-06
1056.1,1,1.18480705796199e-06
1056.6,1,1.18480705796199e-06
1057.1,1,1.18480705796199e-06
1057.9,1,1.18480705796199e-06
1058,1,1.18480705796199e-06
1058.2,1,1.18480705796199e-06
1058.3,1,1.18480705796199e-06
1058.5,1,1.18480705796199e-06
1058.9,1,1.18480705796199e-06
1059,1,1.18480705796199e-06
1059.4,1,1.18480705796199e-06
1060.1,1,1.18480705796199e-06
1060.9,1,1.18480705796199e-06
1061.1,1,1.18480705796199e-06
1061.5,1,1.18480705796199e-06
1061.6,1,1.18480705796199e-06
1062.6,1,1.18480705796199e-06
1062.7,1,1.18480705796199e-06
1062.9,1,1.18480705796199e-06
1063.3,1,1.18480705796199e-06
1063.4,1,1.18480705796199e-06
1063.8,1,1.18480705796199e-06
1064,1,1.18480705796199e-06
1064.1,1,1.18480705796199e-06
1064.2,2,2.36961411592399e-06
1064.3,1,1.18480705796199e-06
1064.5,2,2.36961411592399e-06
1064.6,2,2.36961411592399e-06
1064.7,1,1.18480705796199e-06
1065.1,2,2.36961411592399e-06
1065.2,1,1.18480705796199e-06
1065.3,2,2.36961411592399e-06
1065.7,1,1.18480705796199e-06
1066,1,1.18480705796199e-06
1066.1,1,1.18480705796199e-06
1066.2,2,2.36961411592399e-06
1066.3,2,2.36961411592399e-06
1066.4,1,1.18480705796199e-06
1066.9,2,2.36961411592399e-06
1067,1,1.18480705796199e-06
1068,1,1.18480705796199e-06
1068.2,1,1.18480705796199e-06
1068.5,1,1.18480705796199e-06
1068.7,1,1.18480705796199e-06
1068.8,2,2.36961411592399e-06
1068.9,1,1.18480705796199e-06
1069.5,2,2.36961411592399e-06
1069.8,2,2.36961411592399e-06
1070,1,1.18480705796199e-06
1070.1,1,1.18480705796199e-06
1070.5,1,1.18480705796199e-06
1071,1,1.18480705796199e-06
1071.5,1,1.18480705796199e-06
1071.8,1,1.18480705796199e-06
1072.3,1,1.18480705796199e-06
1072.4,1,1.18480705796199e-06
1072.8,1,1.18480705796199e-06
1073.2,2,2.36961411592399e-06
1073.3,1,1.18480705796199e-06
1074.2,2,2.36961411592399e-06
1074.4,1,1.18480705796199e-06
1074.6,1,1.18480705796199e-06
1074.7,1,1.18480705796199e-06
1074.9,1,1.18480705796199e-06
1075.1,2,2.36961411592399e-06
1075.2,1,1.18480705796199e-06
1075.3,2,2.36961411592399e-06
1076.1,1,1.18480705796199e-06
1076.5,1,1.18480705796199e-06
1076.6,1,1.18480705796199e-06
1076.8,1,1.18480705796199e-06
1076.9,1,1.18480705796199e-06
1077.1,1,1.18480705796199e-06
1077.6,1,1.18480705796199e-06
1078,1,1.18480705796199e-06
1078.4,1,1.18480705796199e-06
1078.6,1,1.18480705796199e-06
1078.9,1,1.18480705796199e-06
1079,1,1.18480705796199e-06
1079.5,1,1.18480705796199e-06
1079.8,3,3.55442117388598e-06
1079.9,1,1.18480705796199e-06
1080.1,1,1.18480705796199e-06
1080.9,2,2.36961411592399e-06
1081.2,2,2.36961411592399e-06
1081.7,1,1.18480705796199e-06
1082.5,1,1.18480705796199e-06
1082.6,1,1.18480705796199e-06
1083.3,1,1.18480705796199e-06
1084,1,1.18480705796199e-06
1084.6,1,1.18480705796199e-06
1084.7,1,1.18480705796199e-06
1084.8,1,1.18480705796199e-06
1085.1,1,1.18480705796199e-06
1085.2,1,1.18480705796199e-06
1085.5,1,1.18480705796199e-06
1085.7,1,1.18480705796199e-06
1085.8,2,2.36961411592399e-06
1086.3,1,1.18480705796199e-06
1086.4,1,1.18480705796199e-06
1086.7,2,2.36961411592399e-06
1086.8,1,1.18480705796199e-06
1086.9,1,1.18480705796199e-06
1087,1,1.18480705796199e-06
1087.3,1,1.18480705796199e-06
1087.8,1,1.18480705796199e-06
1088.2,1,1.18480705796199e-06
1088.4,1,1.18480705796199e-06
1088.9,1,1.18480705796199e-06
1089,2,2.36961411592399e-06
1089.1,1,1.18480705796199e-06
1089.4,1,1.18480705796199e-06
1089.9,1,1.18480705796199e-06
1090.3,1,1.18480705796199e-06
1090.4,1,1.18480705796199e-06
1090.6,1,1.18480705796199e-06
1091,2,2.36961411592399e-06
1091.3,1,1.18480705796199e-06
1091.5,1,1.18480705796199e-06
1091.7,2,2.36961411592399e-06
1092.6,1,1.18480705796199e-06
1092.7,1,1.18480705796199e-06
1093,1,1.18480705796199e-06
1093.8,1,1.18480705796199e-06
1094,3,3.55442117388598e-06
1094.1,1,1.18480705796199e-06
1094.2,2,2.36961411592399e-06
1094.3,1,1.18480705796199e-06
1094.4,3,3.55442117388598e-06
1094.6,2,2.36961411592399e-06
1095.7,1,1.18480705796199e-06
1095.9,1,1.18480705796199e-06
1096.3,1,1.18480705796199e-06
1097.7,1,1.18480705796199e-06
1097.8,1,1.18480705796199e-06
1098.9,3,3.55442117388598e-06
1099.5,1,1.18480705796199e-06
1099.9,2,2.36961411592399e-06
1100.1,1,1.18480705796199e-06
1100.2,1,1.18480705796199e-06
1100.3,1,1.18480705796199e-06
1100.9,1,1.18480705796199e-06
1101.4,1,1.18480705796199e-06
1101.6,1,1.18480705796199e-06
1101.7,2,2.36961411592399e-06
1101.9,1,1.18480705796199e-06
1102.1,1,1.18480705796199e-06
1102.2,1,1.18480705796199e-06
1102.7,1,1.18480705796199e-06
1102.8,1,1.18480705796199e-06
1102.9,1,1.18480705796199e-06
1103.3,1,1.18480705796199e-06
1103.4,2,2.36961411592399e-06
1103.5,2,2.36961411592399e-06
1103.9,1,1.18480705796199e-06
1104,1,1.18480705796199e-06
1104.1,1,1.18480705796199e-06
1104.2,1,1.18480705796199e-06
1104.4,1,1.18480705796199e-06
1106,1,1.18480705796199e-06
1106.1,1,1.18480705796199e-06
1106.7,2,2.36961411592399e-06
1107.2,1,1.18480705796199e-06
1107.5,1,1.18480705796199e-06
1109.1,1,1.18480705796199e-06
1109.5,1,1.18480705796199e-06
1109.7,1,1.18480705796199e-06
1109.9,1,1.18480705796199e-06
1110,1,1.18480705796199e-06
1110.1,2,2.36961411592399e-06
1110.2,1,1.18480705796199e-06
1110.4,1,1.18480705796199e-06
1110.6,1,1.18480705796199e-06
1110.9,1,1.18480705796199e-06
1111,1,1.18480705796199e-06
1111.3,1,1.18480705796199e-06
1111.6,1,1.18480705796199e-06
1111.8,1,1.18480705796199e-06
1112,1,1.18480705796199e-06
1112.2,1,1.18480705796199e-06
1112.3,1,1.18480705796199e-06
1113.3,1,1.18480705796199e-06
1113.5,1,1.18480705796199e-06
1113.6,1,1.18480705796199e-06
1114,1,1.18480705796199e-06
1114.3,1,1.18480705796199e-06
1114.4,1,1.18480705796199e-06
1114.5,1,1.18480705796199e-06
1114.7,1,1.18480705796199e-06
1115,1,1.18480705796199e-06
1115.1,2,2.36961411592399e-06
1115.2,1,1.18480705796199e-06
1115.5,1,1.18480705796199e-06
1115.7,1,1.18480705796199e-06
1115.8,1,1.18480705796199e-06
1116,1,1.18480705796199e-06
1116.4,1,1.18480705796199e-06
1116.5,2,2.36961411592399e-06
1116.6,1,1.18480705796199e-06
1116.7,2,2.36961411592399e-06
1118.2,1,1.18480705796199e-06
1118.6,1,1.18480705796199e-06
1118.7,2,2.36961411592399e-06
1118.9,1,1.18480705796199e-06
1119,1,1.18480705796199e-06
1119.2,1,1.18480705796199e-06
1119.6,2,2.36961411592399e-06
1119.8,1,1.18480705796199e-06
1119.9,1,1.18480705796199e-06
1120.3,1,1.18480705796199e-06
1120.6,1,1.18480705796199e-06
1120.8,1,1.18480705796199e-06
1121,1,1.18480705796199e-06
1121.4,1,1.18480705796199e-06
1121.5,1,1.18480705796199e-06
1121.6,1,1.18480705796199e-06
1121.8,1,1.18480705796199e-06
1122.1,1,1.18480705796199e-06
1122.6,1,1.18480705796199e-06
1122.7,1,1.18480705796199e-06
1122.8,1,1.18480705796199e-06
1123.2,1,1.18480705796199e-06
1123.6,1,1.18480705796199e-06
1123.7,2,2.36961411592399e-06
1124.2,1,1.18480705796199e-06
1124.3,1,1.18480705796199e-06
1124.4,1,1.18480705796199e-06
1125.6,2,2.36961411592399e-06
1125.8,1,1.18480705796199e-06
1126.1,1,1.18480705796199e-06
1126.4,1,1.18480705796199e-06
1126.5,1,1.18480705796199e-06
1126.6,1,1.18480705796199e-06
1126.8,1,1.18480705796199e-06
1127,1,1.18480705796199e-06
1127.4,1,1.18480705796199e-06
1127.9,1,1.18480705796199e-06
1128.2,1,1.18480705796199e-06
1128.5,1,1.18480705796199e-06
1129.1,1,1.18480705796199e-06
1129.7,1,1.18480705796199e-06
1130.8,1,1.18480705796199e-06
1131,1,1.18480705796199e-06
1131.3,1,1.18480705796199e-06
1131.4,1,1.18480705796199e-06
1131.5,1,1.18480705796199e-06
1131.6,1,1.18480705796199e-06
1131.7,1,1.18480705796199e-06
1132.5,1,1.18480705796199e-06
1132.7,1,1.18480705796199e-06
1132.9,1,1.18480705796199e-06
1133.1,1,1.18480705796199e-06
1133.2,1,1.18480705796199e-06
1133.5,1,1.18480705796199e-06
1133.7,1,1.18480705796199e-06
1133.9,1,1.18480705796199e-06
1134,1,1.18480705796199e-06
1134.3,1,1.18480705796199e-06
1135,1,1.18480705796199e-06
1135.2,2,2.36961411592399e-06
1135.9,1,1.18480705796199e-06
1136,2,2.36961411592399e-06
1136.1,1,1.18480705796199e-06
1136.6,1,1.18480705796199e-06
1136.7,1,1.18480705796199e-06
1136.8,1,1.18480705796199e-06
1137.6,1,1.18480705796199e-06
1137.9,1,1.18480705796199e-06
1138.2,1,1.18480705796199e-06
1138.5,1,1.18480705796199e-06
1139.1,1,1.18480705796199e-06
1139.8,1,1.18480705796199e-06
1139.9,1,1.18480705796199e-06
1140.3,1,1.18480705796199e-06
1140.5,1,1.18480705796199e-06
1141.4,2,2.36961411592399e-06
1141.7,2,2.36961411592399e-06
1141.8,1,1.18480705796199e-06
1142,1,1.18480705796199e-06
1142.1,1,1.18480705796199e-06
1143,2,2.36961411592399e-06
1143.3,1,1.18480705796199e-06
1143.4,1,1.18480705796199e-06
1143.9,1,1.18480705796199e-06
1144,2,2.36961411592399e-06
1145.1,1,1.18480705796199e-06
1145.3,1,1.18480705796199e-06
1145.5,1,1.18480705796199e-06
1145.6,1,1.18480705796199e-06
1145.7,1,1.18480705796199e-06
1146,1,1.18480705796199e-06
1146.1,1,1.18480705796199e-06
1146.2,2,2.36961411592399e-06
1146.3,1,1.18480705796199e-06
1146.6,1,1.18480705796199e-06
1147.1,1,1.18480705796199e-06
1147.2,1,1.18480705796199e-06
1147.4,1,1.18480705796199e-06
1147.6,1,1.18480705796199e-06
1147.8,1,1.18480705796199e-06
1147.9,1,1.18480705796199e-06
1148.1,2,2.36961411592399e-06
1148.3,1,1.18480705796199e-06
1148.6,1,1.18480705796199e-06
1148.9,1,1.18480705796199e-06
1149.3,1,1.18480705796199e-06
1149.6,1,1.18480705796199e-06
1149.7,1,1.18480705796199e-06
1149.8,1,1.18480705796199e-06
1150.6,1,1.18480705796199e-06
1150.7,1,1.18480705796199e-06
1150.8,1,1.18480705796199e-06
1151,1,1.18480705796199e-06
1151.1,1,1.18480705796199e-06
1151.9,1,1.18480705796199e-06
1152.1,1,1.18480705796199e-06
1152.8,1,1.18480705796199e-06
1152.9,1,1.18480705796199e-06
1153,1,1.18480705796199e-06
1153.4,1,1.18480705796199e-06
1153.6,1,1.18480705796199e-06
1154,1,1.18480705796199e-06
1154.2,1,1.18480705796199e-06
1154.5,1,1.18480705796199e-06
1154.6,1,1.18480705796199e-06
1154.9,1,1.18480705796199e-06
1155,2,2.36961411592399e-06
1156.1,1,1.18480705796199e-06
1156.2,1,1.18480705796199e-06
1156.3,1,1.18480705796199e-06
1157.1,1,1.18480705796199e-06
1157.2,2,2.36961411592399e-06
1157.4,1,1.18480705796199e-06
1157.6,1,1.18480705796199e-06
1157.7,1,1.18480705796199e-06
1157.9,1,1.18480705796199e-06
1158.6,1,1.18480705796199e-06
1158.9,1,1.18480705796199e-06
1159.5,1,1.18480705796199e-06
1159.8,1,1.18480705796199e-06
1160.2,1,1.18480705796199e-06
1160.8,1,1.18480705796199e-06
1160.9,1,1.18480705796199e-06
1161.1,1,1.18480705796199e-06
1161.4,2,2.36961411592399e-06
1161.8,1,1.18480705796199e-06
1162.5,1,1.18480705796199e-06
1162.6,1,1.18480705796199e-06
1163,1,1.18480705796199e-06
1163.1,1,1.18480705796199e-06
1163.6,1,1.18480705796199e-06
1163.8,1,1.18480705796199e-06
1164,1,1.18480705796199e-06
1164.8,1,1.18480705796199e-06
1165.3,1,1.18480705796199e-06
1165.5,1,1.18480705796199e-06
1165.6,2,2.36961411592399e-06
1166.1,1,1.18480705796199e-06
1166.3,1,1.18480705796199e-06
1166.5,1,1.18480705796199e-06
1167.1,1,1.18480705796199e-06
1167.4,1,1.18480705796199e-06
1167.5,1,1.18480705796199e-06
1167.7,1,1.18480705796199e-06
1167.8,1,1.18480705796199e-06
1168,1,1.18480705796199e-06
1168.1,1,1.18480705796199e-06
1168.6,1,1.18480705796199e-06
1169,1,1.18480705796199e-06
1169.4,1,1.18480705796199e-06
1169.6,1,1.18480705796199e-06
1169.7,1,1.18480705796199e-06
1170.1,2,2.36961411592399e-06
1170.2,1,1.18480705796199e-06
1170.3,1,1.18480705796199e-06
1170.4,1,1.18480705796199e-06
1170.5,1,1.18480705796199e-06
1170.6,1,1.18480705796199e-06
1170.7,2,2.36961411592399e-06
1170.9,1,1.18480705796199e-06
1172.5,1,1.18480705796199e-06
1172.7,1,1.18480705796199e-06
1173.4,2,2.36961411592399e-06
1173.7,1,1.18480705796199e-06
1174,1,1.18480705796199e-06
1174.2,1,1.18480705796199e-06
1174.4,1,1.18480705796199e-06
1174.5,1,1.18480705796199e-06
1174.6,1,1.18480705796199e-06
1174.9,1,1.18480705796199e-06
1175,1,1.18480705796199e-06
1175.1,1,1.18480705796199e-06
1175.5,2,2.36961411592399e-06
1175.6,1,1.18480705796199e-06
1175.9,2,2.36961411592399e-06
1176.4,2,2.36961411592399e-06
1176.6,2,2.36961411592399e-06
1176.7,1,1.18480705796199e-06
1176.9,1,1.18480705796199e-06
1177,1,1.18480705796199e-06
1177.1,1,1.18480705796199e-06
1177.4,1,1.18480705796199e-06
1177.5,1,1.18480705796199e-06
1177.7,2,2.36961411592399e-06
1177.9,1,1.18480705796199e-06
1178.3,2,2.36961411592399e-06
1178.7,1,1.18480705796199e-06
1179.5,1,1.18480705796199e-06
1179.7,2,2.36961411592399e-06
1180.3,1,1.18480705796199e-06
1180.4,2,2.36961411592399e-06
1180.6,2,2.36961411592399e-06
1181,1,1.18480705796199e-06
1181.2,2,2.36961411592399e-06
1181.5,1,1.18480705796199e-06
1181.9,1,1.18480705796199e-06
1182,1,1.18480705796199e-06
1182.2,1,1.18480705796199e-06
1183.1,1,1.18480705796199e-06
1183.2,1,1.18480705796199e-06
1183.6,1,1.18480705796199e-06
1183.9,1,1.18480705796199e-06
1185,2,2.36961411592399e-06
1185.3,1,1.18480705796199e-06
1185.4,1,1.18480705796199e-06
1185.5,1,1.18480705796199e-06
1186.1,1,1.18480705796199e-06
1186.3,1,1.18480705796199e-06
1186.5,2,2.36961411592399e-06
1187.3,1,1.18480705796199e-06
1187.7,2,2.36961411592399e-06
1187.8,1,1.18480705796199e-06
1188,1,1.18480705796199e-06
1188.1,1,1.18480705796199e-06
1188.2,1,1.18480705796199e-06
1188.5,1,1.18480705796199e-06
1188.6,1,1.18480705796199e-06
1188.7,1,1.18480705796199e-06
1189.2,1,1.18480705796199e-06
1189.3,1,1.18480705796199e-06
1189.4,1,1.18480705796199e-06
1189.6,2,2.36961411592399e-06
1190.2,1,1.18480705796199e-06
1190.3,1,1.18480705796199e-06
1190.5,2,2.36961411592399e-06
1190.8,1,1.18480705796199e-06
1191,1,1.18480705796199e-06
1191.2,1,1.18480705796199e-06
1191.3,1,1.18480705796199e-06
1191.4,1,1.18480705796199e-06
1191.7,2,2.36961411592399e-06
1192.2,1,1.18480705796199e-06
1192.4,1,1.18480705796199e-06
1192.6,1,1.18480705796199e-06
1192.8,1,1.18480705796199e-06
1193.2,1,1.18480705796199e-06
1193.4,1,1.18480705796199e-06
1193.8,1,1.18480705796199e-06
1193.9,1,1.18480705796199e-06
1194.1,1,1.18480705796199e-06
1194.2,1,1.18480705796199e-06
1194.7,1,1.18480705796199e-06
1195.1,1,1.18480705796199e-06
1195.2,2,2.36961411592399e-06
1195.3,1,1.18480705796199e-06
1195.4,2,2.36961411592399e-06
1195.8,1,1.18480705796199e-06
1195.9,1,1.18480705796199e-06
1196.6,3,3.55442117388598e-06
1197.8,1,1.18480705796199e-06
1198.5,1,1.18480705796199e-06
1199,1,1.18480705796199e-06
1199.3,1,1.18480705796199e-06
1199.8,1,1.18480705796199e-06
1200.3,1,1.18480705796199e-06
1200.8,2,2.36961411592399e-06
1201.3,2,2.36961411592399e-06
1201.8,1,1.18480705796199e-06
1202.2,1,1.18480705796199e-06
1203.3,1,1.18480705796199e-06
1203.4,1,1.18480705796199e-06
1203.8,1,1.18480705796199e-06
1204,1,1.18480705796199e-06
1204.6,1,1.18480705796199e-06
1204.7,1,1.18480705796199e-06
1204.8,1,1.18480705796199e-06
1204.9,1,1.18480705796199e-06
1205.1,1,1.18480705796199e-06
1205.7,1,1.18480705796199e-06
1206.1,1,1.18480705796199e-06
1206.6,2,2.36961411592399e-06
1206.7,1,1.18480705796199e-06
1207.6,2,2.36961411592399e-06
1207.7,1,1.18480705796199e-06
1208.2,1,1.18480705796199e-06
1208.3,1,1.18480705796199e-06
1208.4,1,1.18480705796199e-06
1208.8,1,1.18480705796199e-06
1209.4,1,1.18480705796199e-06
1210.1,1,1.18480705796199e-06
1210.4,1,1.18480705796199e-06
1210.6,1,1.18480705796199e-06
1210.7,1,1.18480705796199e-06
1211.2,1,1.18480705796199e-06
1211.5,1,1.18480705796199e-06
1211.7,1,1.18480705796199e-06
1211.8,1,1.18480705796199e-06
1212,1,1.18480705796199e-06
1212.1,4,4.73922823184797e-06
1212.2,1,1.18480705796199e-06
1212.3,1,1.18480705796199e-06
1212.5,1,1.18480705796199e-06
1212.8,1,1.18480705796199e-06
1213,1,1.18480705796199e-06
1213.2,1,1.18480705796199e-06
1213.4,2,2.36961411592399e-06
1213.5,1,1.18480705796199e-06
1213.8,1,1.18480705796199e-06
1213.9,1,1.18480705796199e-06
1214,1,1.18480705796199e-06
1214.1,1,1.18480705796199e-06
1214.9,1,1.18480705796199e-06
1215.1,1,1.18480705796199e-06
1215.9,1,1.18480705796199e-06
1216.4,2,2.36961411592399e-06
1216.8,2,2.36961411592399e-06
1217,1,1.18480705796199e-06
1217.7,1,1.18480705796199e-06
1217.8,2,2.36961411592399e-06
1218.5,1,1.18480705796199e-06
1218.6,1,1.18480705796199e-06
1219.2,1,1.18480705796199e-06
1220,1,1.18480705796199e-06
1220.4,1,1.18480705796199e-06
1221.4,2,2.36961411592399e-06
1221.5,1,1.18480705796199e-06
1221.7,1,1.18480705796199e-06
1221.8,1,1.18480705796199e-06
1221.9,1,1.18480705796199e-06
1222.5,1,1.18480705796199e-06
1222.7,1,1.18480705796199e-06
1222.8,1,1.18480705796199e-06
1224.1,1,1.18480705796199e-06
1224.7,1,1.18480705796199e-06
1225.2,1,1.18480705796199e-06
1225.5,1,1.18480705796199e-06
1225.6,1,1.18480705796199e-06
1225.9,1,1.18480705796199e-06
1226.1,1,1.18480705796199e-06
1226.4,1,1.18480705796199e-06
1226.6,1,1.18480705796199e-06
1226.7,1,1.18480705796199e-06
1226.8,1,1.18480705796199e-06
1226.9,1,1.18480705796199e-06
1227.4,1,1.18480705796199e-06
1227.5,1,1.18480705796199e-06
1227.6,1,1.18480705796199e-06
1227.7,1,1.18480705796199e-06
1227.9,1,1.18480705796199e-06
1228.2,1,1.18480705796199e-06
1228.4,1,1.18480705796199e-06
1228.7,1,1.18480705796199e-06
1228.8,1,1.18480705796199e-06
1228.9,1,1.18480705796199e-06
1229.3,1,1.18480705796199e-06
1229.5,1,1.18480705796199e-06
1229.9,1,1.18480705796199e-06
1230.1,1,1.18480705796199e-06
1230.3,1,1.18480705796199e-06
1230.8,1,1.18480705796199e-06
1230.9,1,1.18480705796199e-06
1231.2,2,2.36961411592399e-06
1231.3,1,1.18480705796199e-06
1231.4,1,1.18480705796199e-06
1231.5,1,1.18480705796199e-06
1232.1,2,2.36961411592399e-06
1232.8,1,1.18480705796199e-06
1233.1,1,1.18480705796199e-06
1233.6,1,1.18480705796199e-06
1233.7,1,1.18480705796199e-06
1234.8,1,1.18480705796199e-06
1234.9,1,1.18480705796199e-06
1235.1,1,1.18480705796199e-06
1235.2,1,1.18480705796199e-06
1235.4,1,1.18480705796199e-06
1235.5,1,1.18480705796199e-06
1235.7,1,1.18480705796199e-06
1235.8,1,1.18480705796199e-06
1236.4,1,1.18480705796199e-06
1236.9,1,1.18480705796199e-06
1237,1,1.18480705796199e-06
1237.1,1,1.18480705796199e-06
1237.2,1,1.18480705796199e-06
1237.4,1,1.18480705796199e-06
1237.9,1,1.18480705796199e-06
1238,2,2.36961411592399e-06
1238.2,1,1.18480705796199e-06
1238.4,2,2.36961411592399e-06
1239,1,1.18480705796199e-06
1239.4,1,1.18480705796199e-06
1239.5,1,1.18480705796199e-06
1239.9,1,1.18480705796199e-06
1240,1,1.18480705796199e-06
1240.6,1,1.18480705796199e-06
1240.9,1,1.18480705796199e-06
1241.6,1,1.18480705796199e-06
1241.7,1,1.18480705796199e-06
1241.9,1,1.18480705796199e-06
1242,1,1.18480705796199e-06
1242.2,1,1.18480705796199e-06
1242.7,1,1.18480705796199e-06
1242.9,1,1.18480705796199e-06
1243.7,2,2.36961411592399e-06
1243.9,2,2.36961411592399e-06
1244,1,1.18480705796199e-06
1244.3,1,1.18480705796199e-06
1244.5,1,1.18480705796199e-06
1244.8,1,1.18480705796199e-06
1246,1,1.18480705796199e-06
1246.2,1,1.18480705796199e-06
1246.3,1,1.18480705796199e-06
1246.7,1,1.18480705796199e-06
1247.7,1,1.18480705796199e-06
1247.8,1,1.18480705796199e-06
1247.9,1,1.18480705796199e-06
1248.2,1,1.18480705796199e-06
1248.3,1,1.18480705796199e-06
1248.7,1,1.18480705796199e-06
1249.1,1,1.18480705796199e-06
1249.4,1,1.18480705796199e-06
1249.5,1,1.18480705796199e-06
1249.6,2,2.36961411592399e-06
1249.7,1,1.18480705796199e-06
1249.8,2,2.36961411592399e-06
1250,1,1.18480705796199e-06
1250.3,1,1.18480705796199e-06
1250.6,1,1.18480705796199e-06
1250.8,1,1.18480705796199e-06
1251,1,1.18480705796199e-06
1251.2,2,2.36961411592399e-06
1251.3,1,1.18480705796199e-06
1251.4,1,1.18480705796199e-06
1252.3,1,1.18480705796199e-06
1252.5,1,1.18480705796199e-06
1253,1,1.18480705796199e-06
1253.2,2,2.36961411592399e-06
1253.4,1,1.18480705796199e-06
1253.8,1,1.18480705796199e-06
1254.2,1,1.18480705796199e-06
1254.7,1,1.18480705796199e-06
1254.8,1,1.18480705796199e-06
1254.9,1,1.18480705796199e-06
1255.1,1,1.18480705796199e-06
1255.3,1,1.18480705796199e-06
1256.2,1,1.18480705796199e-06
1256.3,1,1.18480705796199e-06
1256.6,1,1.18480705796199e-06
1256.9,1,1.18480705796199e-06
1257.1,1,1.18480705796199e-06
1257.3,2,2.36961411592399e-06
1257.4,1,1.18480705796199e-06
1257.9,1,1.18480705796199e-06
1258,1,1.18480705796199e-06
1258.1,1,1.18480705796199e-06
1258.3,1,1.18480705796199e-06
1258.7,1,1.18480705796199e-06
1258.8,1,1.18480705796199e-06
1259.6,1,1.18480705796199e-06
1259.8,1,1.18480705796199e-06
1260.5,1,1.18480705796199e-06
1260.7,1,1.18480705796199e-06
1261,2,2.36961411592399e-06
1261.2,1,1.18480705796199e-06
1261.3,1,1.18480705796199e-06
1261.5,2,2.36961411592399e-06
1262,1,1.18480705796199e-06
1262.2,1,1.18480705796199e-06
1262.4,1,1.18480705796199e-06
1262.7,1,1.18480705796199e-06
1262.9,1,1.18480705796199e-06
1263,1,1.18480705796199e-06
1263.1,2,2.36961411592399e-06
1263.2,1,1.18480705796199e-06
1263.6,1,1.18480705796199e-06
1263.7,1,1.18480705796199e-06
1263.8,1,1.18480705796199e-06
1264,1,1.18480705796199e-06
1264.1,1,1.18480705796199e-06
1264.4,1,1.18480705796199e-06
1264.6,1,1.18480705796199e-06
1265,1,1.18480705796199e-06
1265.2,2,2.36961411592399e-06
1265.7,1,1.18480705796199e-06
1265.8,1,1.18480705796199e-06
1266,1,1.18480705796199e-06
1266.2,1,1.18480705796199e-06
1266.3,1,1.18480705796199e-06
1266.6,1,1.18480705796199e-06
1267,1,1.18480705796199e-06
1267.1,1,1.18480705796199e-06
1267.5,1,1.18480705796199e-06
1267.6,1,1.18480705796199e-06
1267.7,2,2.36961411592399e-06
1267.9,3,3.55442117388598e-06
1268.4,2,2.36961411592399e-06
1268.8,1,1.18480705796199e-06
1269,1,1.18480705796199e-06
1269.1,1,1.18480705796199e-06
1269.5,2,2.36961411592399e-06
1270.1,1,1.18480705796199e-06
1270.3,2,2.36961411592399e-06
1270.7,1,1.18480705796199e-06
1271.4,1,1.18480705796199e-06
1273,1,1.18480705796199e-06
1273.2,1,1.18480705796199e-06
1273.3,1,1.18480705796199e-06
1273.6,1,1.18480705796199e-06
1273.8,1,1.18480705796199e-06
1273.9,1,1.18480705796199e-06
1274.3,1,1.18480705796199e-06
1274.6,1,1.18480705796199e-06
1274.7,1,1.18480705796199e-06
1274.9,1,1.18480705796199e-06
1275.1,1,1.18480705796199e-06
1275.2,1,1.18480705796199e-06
1275.4,1,1.18480705796199e-06
1275.5,2,2.36961411592399e-06
1276.1,1,1.18480705796199e-06
1276.4,1,1.18480705796199e-06
