bmi,n,percent
77.3,12,1.42176846955439e-05
77.4,16,1.89569129273919e-05
77.5,13,1.54024917535059e-05
77.6,11,1.30328776375819e-05
77.7,9,1.06632635216579e-05
77.8,9,1.06632635216579e-05
77.9,12,1.42176846955439e-05
78,16,1.89569129273919e-05
78.1,8,9.47845646369595e-06
78.2,6,7.10884234777196e-06
78.3,13,1.54024917535059e-05
78.4,4,4.73922823184797e-06
78.5,6,7.10884234777196e-06
78.54,1,1.18480705796199e-06
78.6,12,1.42176846955439e-05
78.7,13,1.54024917535059e-05
78.8,7,8.29364940573395e-06
78.9,2,2.36961411592399e-06
79,7,8.29364940573395e-06
79.1,7,8.29364940573395e-06
79.2,11,1.30328776375819e-05
79.3,5,5.92403528980997e-06
79.4,8,9.47845646369595e-06
79.5,4,4.73922823184797e-06
79.6,8,9.47845646369595e-06
79.7,7,8.29364940573395e-06
79.8,10,1.18480705796199e-05
79.9,11,1.30328776375819e-05
80,6,7.10884234777196e-06
80.1,11,1.30328776375819e-05
80.2,13,1.54024917535059e-05
80.3,6,7.10884234777196e-06
80.4,6,7.10884234777196e-06
80.5,6,7.10884234777196e-06
80.6,11,1.30328776375819e-05
80.7,9,1.06632635216579e-05
80.8,11,1.30328776375819e-05
80.9,12,1.42176846955439e-05
81,13,1.54024917535059e-05
81.1,6,7.10884234777196e-06
81.2,14,1.65872988114679e-05
81.3,9,1.06632635216579e-05
81.4,4,4.73922823184797e-06
81.5,6,7.10884234777196e-06
81.6,5,5.92403528980997e-06
81.7,6,7.10884234777196e-06
81.75,1,1.18480705796199e-06
81.8,6,7.10884234777196e-06
81.9,5,5.92403528980997e-06
82,5,5.92403528980997e-06
82.1,10,1.18480705796199e-05
82.2,9,1.06632635216579e-05
82.3,6,7.10884234777196e-06
82.4,10,1.18480705796199e-05
82.5,7,8.29364940573395e-06
82.6,12,1.42176846955439e-05
82.7,7,8.29364940573395e-06
82.8,9,1.06632635216579e-05
82.9,14,1.65872988114679e-05
83,10,1.18480705796199e-05
83.1,3,3.55442117388598e-06
83.2,8,9.47845646369595e-06
83.3,10,1.18480705796199e-05
83.4,7,8.29364940573395e-06
83.5,7,8.29364940573395e-06
83.6,10,1.18480705796199e-05
83.7,10,1.18480705796199e-05
83.8,11,1.30328776375819e-05
83.9,10,1.18480705796199e-05
84,9,1.06632635216579e-05
84.1,11,1.30328776375819e-05
84.2,8,9.47845646369595e-06
84.3,5,5.92403528980997e-06
84.4,9,1.06632635216579e-05
84.5,13,1.54024917535059e-05
84.6,9,1.06632635216579e-05
84.7,11,1.30328776375819e-05
84.76,1,1.18480705796199e-06
84.8,5,5.92403528980997e-06
84.9,6,7.10884234777196e-06
85,10,1.18480705796199e-05
85.1,8,9.47845646369595e-06
85.2,10,1.18480705796199e-05
85.3,15,1.77721058694299e-05
85.31,1,1.18480705796199e-06
85.4,3,3.55442117388598e-06
85.5,3,3.55442117388598e-06
85.6,5,5.92403528980997e-06
85.7,10,1.18480705796199e-05
85.8,7,8.29364940573395e-06
85.9,9,1.06632635216579e-05
86,10,1.18480705796199e-05
86.1,11,1.30328776375819e-05
86.2,11,1.30328776375819e-05
86.3,4,4.73922823184797e-06
86.4,4,4.73922823184797e-06
86.5,6,7.10884234777196e-06
86.6,8,9.47845646369595e-06
86.7,7,8.29364940573395e-06
86.8,8,9.47845646369595e-06
86.9,9,1.06632635216579e-05
87,4,4.73922823184797e-06
87.1,11,1.30328776375819e-05
