zipcode,n,percent
78543,20609,0.0244176886575387
97060,17358,0.0205658809121043
78041,28478,0.0337409353966417
97267,12618,0.0149498954573644
75088,48268,0.0571882670737095
92231,28275,0.0335004195638754
27530,23514,0.0278595531609183
87301,19911,0.0235906933310813
87004,12583,0.0149084272103358
38652,21417,0.025375012760372
91950,40631,0.0481398955720538
93454,25936,0.0307291558553023
27892,16143,0.0191263403366805
37211,64958,0.0769626968710952
37067,28848,0.0341793140080876
47274,20491,0.0242778814246992
49938,7365,0.00872610398189008
37924,25563,0.0302872228226824
23970,18830,0.0223099169014243
48858,9439,0.0111833938201033
37379,25453,0.0301568940463066
73134,19280,0.0228430800775072
84096,8371,0.00991801988219985
92592,23146,0.0274235441635883
48152,15368,0.0182081148667599
79423,62552,0.0741120510896386
40272,15655,0.018548154492395
78602,22279,0.0263963164443353
63125,19395,0.0229793328891729
63028,19341,0.0229153533080429
91502,33723,0.0399552484156523
77068,47885,0.0567344859705101
30039,25746,0.0305040425142895
73099,28302,0.0335324093544403
07608,26403,0.0312824607513705
43016,32273,0.0382372781816074
53014,7733,0.0091621129792201
75462,15784,0.0187009946028721
75211,43514,0.0515556943201582
78665,24306,0.0287979203508242
97477,22307,0.0264294910419582
97408,10484,0.0124215171956735
19709,14882,0.0176322986365904
60438,14397,0.0170576672134788
32966,24422,0.0289353579695478
43068,15953,0.0189012269956677
42104,27299,0.0323440478753045
89032,61743,0.0731535421797474
59405,7546,0.0089405540593812
49058,5387,0.00638255562124126
72761,31634,0.0374801864715697
95757,21514,0.0254899390449943
78046,32550,0.0385654697366629
07069,17636,0.0208952572742177
49202,13331,0.0157946628896913
31326,32157,0.0380998405628838
66611,16035,0.0189983811744206
47630,23485,0.0278251937562374
68123,33678,0.039901932098044
90660,56918,0.0674368481250807
75040,76510,0.0906495880046721
93230,34782,0.0412099590900341
70808,44088,0.0522357735714284
73703,36855,0.0436660641211893
79119,19018,0.0225326606283212
76051,23633,0.0280005452008158
89074,20512,0.0243027623729164
42754,18312,0.0216961868454
36732,19580,0.0231985221948958
44011,17190,0.0203668333263667
14225,20239,0.0239793100460928
84058,21126,0.0250302339065051
64024,15855,0.0187851159039874
50021,17544,0.0207862550248852
56001,14017,0.0166074405314533
70058,37748,0.0447240968239493
77488,30511,0.0361496481454784
66203,13331,0.0157946628896913
04270,10443,0.0123729401062971
76063,49958,0.0591905910016653
81416,9989,0.0118350377019824
80107,6262,0.007419261796958
98034,2577,0.00305324778836806
27406,36743,0.0435333657306975
85013,3042,0.00360418307032038
46545,12759,0.0151169532525371
85747,9410,0.0111490344154224
75028,2025,0.00239923429237304
80120,437,0.000517760684329391
94582,2346,0.00277955735797884
17522,23476,0.0278145304927158
32818,18822,0.0223004384449606
79416,22958,0.0272008004366914
92203,26093,0.0309151705634023
00949,20271,0.0240172238719476
76053,15026,0.0178029108529369
14075,18503,0.0219224849934708
29576,51429,0.0609334421839274
73034,23452,0.0277860951233247
98366,15883,0.0188182905016103
21236,14830,0.0175706886695764
87124,34125,0.040431540852953
49829,5088,0.00602829831091062
43812,9293,0.0110104119896408
33407,23231,0.0275242527635151
27616,25146,0.0297931582795123
66762,25357,0.0300431525687423
72762,40710,0.0482334953296328
75644,18520,0.0219426267134561
92821,26707,0.031642642096991
56529,15386,0.0182294413938032
00936,47540,0.0563257275355132
79934,13568,0.0160754621624283
71291,42918,0.0508495493136128
14020,8050,0.00953769681659405
14760,14441,0.0171097987240291
15137,21452,0.0254164810074007
64086,19227,0.0227802853034352
33566,26464,0.0313547339819062
92673,23305,0.0276119284858043
98264,481,0.000569892194879719
75116,1897,0.0022475789889539
76013,27559,0.0326520977103746
75044,1211,0.00143480134719197
75115,29323,0.0347420973606195
77551,35622,0.0422051970187221
76006,1817,0.00215279442431694
78759,2129,0.00252245422640108
77069,1208,0.00143124692601809
78704,27848,0.0329945069501256
96007,15318,0.0181488745138618
80601,22428,0.0265728526959716
42633,17332,0.0205350759285973
38632,13094,0.0155138636169543
79707,29162,0.0345513434242877
80537,11771,0.0139463638792706
47001,10141,0.0120151283747926
31061,31826,0.0377076694266984
29520,16118,0.0190967201602314
29560,19259,0.02281819912929
18519,19747,0.0233963849735755
34461,9266,0.0109784221990758
66217,19381,0.0229627455903614
66617,17328,0.0205303367003654
37110,25850,0.0306272624483175
23601,13958,0.0165375369150335
23605,13748,0.0162887274328615
45177,10707,0.0126857291695991
75025,27164,0.0321840989224796
39046,9896,0.0117248506455919
28532,11115,0.0131691304492476
45102,15040,0.0178194981517484
03878,11209,0.013280502312696
91910,71209,0.0843689257904156
77845,20197,0.0239295481496584
59105,18204,0.0215682276831401
73071,39339,0.0466091248531669
67901,13365,0.015834946329662
78070,13773,0.0163183476093105
62565,11169,0.0132331100303775
28337,11094,0.0131442495010304
88220,21767,0.0257896952306587
18041,11792,0.0139712448274878
77437,13262,0.015712911202692
32937,33465,0.0396495681946981
12302,18085,0.0214272356432427
44646,15966,0.0189166294874212
60714,68381,0.0810182914304991
73080,14489,0.0171666694628113
73069,30310,0.035911501926828
72834,17476,0.0207056881449438
11735,23898,0.0283145190711757
78628,24988,0.0296059587643543
55066,22176,0.0262742813173652
95020,17758,0.0210398037352891
73533,18981,0.0224888227671766
81505,20523,0.024315795250554
55901,20560,0.0243596331116986
78411,38638,0.0457785751055355
33073,38815,0.0459882859547948
65807,41480,0.0491457967642635
24401,19878,0.0235515946981685
35653,22068,0.0261463221551053
40004,14180,0.0168005640819011
19363,11632,0.0137816756982139
19124,15793,0.0187116578663938
99504,16399,0.0194296509435187
08360,21911,0.0259603074470052
27909,16756,0.0198526270632112
11581,15780,0.0186962553746403
08854,31496,0.0373166830975709
32904,36392,0.0431174984533529
33185,15856,0.0187863007110454
24501,19770,0.0234236355359086
33823,28589,0.0338724489800754
35022,15244,0.0180611987915726
53105,11526,0.0136560861500699
92020,34807,0.0412395792664831
55904,18233,0.021602587087821
30281,47699,0.0565141118577291
96740,42917,0.0508483645065549
32404,29708,0.0351982480779349
95993,31700,0.0375583837373952
16652,9080,0.0107580480862949
28779,18542,0.0219686924687313
16354,5057,0.0059915692921138
76054,35490,0.0420488024870711
92111,34147,0.0404576066082282
95842,18717,0.0221760337038746
93312,46855,0.0555141347008092
31069,24982,0.0295988499220065
75077,16505,0.0195552404916627
89509,26055,0.0308701478951997
33511,75149,0.0890370655987859
75773,16044,0.0190090444379422
92879,35888,0.04252035569614
59404,13200,0.0156394531650983
98271,7776,0.00921305968271246
85041,21755,0.0257754775459632
52807,20876,0.0247340321420146
19154,22471,0.026623799399464
32174,26308,0.0311699040808641
92507,35099,0.041585542927408
16701,14617,0.0173183247662305
15701,12144,0.0143882969118905
34606,20604,0.0244117646222489
19020,15003,0.0177756602906038
77040,39463,0.0467560409283542
34471,19261,0.022820568743406
37660,33725,0.0399576180297682
30606,47930,0.0567878022881184
14420,15332,0.0181654618126733
70818,29530,0.0349873524216177
75043,58592,0.0694202151401091
34654,12573,0.0148965791397561
77565,23826,0.0282292129630025
96782,46461,0.0550473207199722
24084,12604,0.014933308158553
37771,21000,0.0248809482172019
18045,16212,0.0192080920236798
39531,44875,0.0531682167260445
30294,25269,0.0299388895476416
14221,16350,0.0193715953976786
36606,34848,0.0412881563558596
60805,15207,0.018017360930428
75703,43585,0.0516398156212735
31793,18663,0.0221120541227447
95348,23733,0.028119025906612
22701,13010,0.0154143398240855
60056,30627,0.036287085764202
28658,17073,0.0202282109005851
31210,26354,0.0312244052055304
35810,22252,0.0263643266537703
08094,14307,0.0169510345782622
92840,8590,0.0101774926278935
78363,28134,0.0333333617687027
98001,20837,0.0246878246667541
96732,32265,0.0382277997251437
32547,30308,0.0359091323127121
07002,21617,0.0256119741719644
28056,18251,0.0216239136148643
32407,26202,0.0310443145327202
65804,33319,0.0394765863642357
74160,14551,0.017240127500405
80127,17199,0.0203774965898883
29316,19813,0.023474582239401
00757,17495,0.0207281994790451
29577,87186,0.103298588155474
78653,21675,0.0256806929813262
70769,35013,0.0414836495204233
78501,16039,0.0190031204026524
34202,23133,0.0274081416718348
68901,18043,0.0213774737468082
52404,13186,0.0156228658662868
37643,19109,0.0226404780705957
08857,53892,0.0638516219676878
85282,26485,0.0313796149301234
75065,19373,0.0229532671338977
70075,17858,0.0211582844410853
57108,10848,0.0128527869647717
95370,16172,0.0191606997413614
97501,14757,0.0174841977543451
43219,23060,0.0273216507566036
24153,20466,0.0242482612482502
74012,62299,0.0738122949039742
37055,24980,0.0295964803078906
46140,21604,0.0255965716802109
51360,13296,0.0157531946426627
28504,34129,0.0404362800811849
84321,16328,0.0193455296424034
37129,43117,0.0510853259181473
63401,13317,0.0157780755908799
75766,17577,0.020825353657798
29302,17522,0.02076018926961
55432,15060,0.0178431942929076
36832,20617,0.0244271671140024
97113,13493,0.0159866016330812
43207,12223,0.0144818966694694
66701,13077,0.015493721896969
73096,13466,0.0159546118425162
72401,42704,0.050596000603209
31015,21704,0.0257150523860071
31705,26339,0.0312066330996609
46750,14065,0.0166643112702354
89110,27485,0.0325644219880854
29681,14757,0.0174841977543451
80104,13555,0.0160600596706748
42167,16096,0.0190706544049563
28304,31172,0.0369328056107913
44202,10846,0.0128504173506558
85602,15609,0.0184936533677288
78557,26871,0.0318369504544967
38358,18504,0.0219236698005287
68333,9267,0.0109796070061338
00716,19722,0.0233667647971264
47362,14765,0.0174936762108088
79762,32081,0.0380097952264787
48509,16703,0.0197898322891392
92881,35769,0.0423793636562425
92562,34858,0.0413000044264392
70003,43822,0.0519206148940105
20109,45662,0.0541006598806606
33614,41909,0.0496540789921292
33760,29026,0.0343902096644048
74501,27341,0.0323938097717389
78109,31297,0.0370809064930365
72653,24765,0.0293417467904288
91402,56150,0.0665269163045659
19022,14781,0.0175126331237362
78520,49611,0.0587794629525525
03801,18482,0.0218976040452536
39218,18589,0.0220243784004555
29630,22201,0.0263039014938142
31014,12750,0.0151062899890154
28376,16807,0.0199130522231672
22406,12807,0.0151738239913192
91915,46389,0.0549620146117989
38012,11973,0.014185694904979
95403,4948,0.00586242532279594
29582,35265,0.0417822208990297
65712,8085,0.00957916506362272
37160,20556,0.0243548938834667
78006,20350,0.0241108236295266
75062,38817,0.0459906555689107
92704,61134,0.0724319946814485
93727,7427,0.00879956201948373
78748,30085,0.0356449203387866
74354,15102,0.017892956189342
95667,18620,0.0220611074192523
21237,18670,0.0221203477721504
78749,731,0.000866093959370217
78703,544,0.000644535039531324
81008,28269,0.0334933107215276
78504,53339,0.0631964236646348
55104,6406,0.00758987401330453
80010,13276,0.0157294985015034
72476,14731,0.0174533927708381
75020,15953,0.0189012269956677
60137,17652,0.0209142141871451
98908,18340,0.021729361443023
07840,14811,0.0175481773354751
71854,27536,0.0326248471480415
32258,29376,0.0348048921346915
98837,16707,0.019794571517371
64801,42003,0.0497654508555776
97302,16607,0.0196760908115748
89148,42619,0.0504952920032822
33004,35786,0.0423995053762279
28086,14482,0.0171583758134056
95630,23897,0.0283133342641178
37115,33532,0.0397289502675816
71360,29347,0.0347705327300106
28052,22945,0.0271853979449379
04901,9035,0.0107047317686866
55420,28308,0.0335395181967881
60639,39383,0.0466612563637172
27858,34305,0.0406448061233862
92154,47454,0.0562238341285284
65810,14998,0.017769736255314
31909,69445,0.0822789261401706
19505,10076,0.011938115916025
77379,29186,0.0345797787936787
54843,13266,0.0157176504309238
33321,21981,0.0260432439410626
75243,67073,0.0794685637986848
03051,15705,0.0186073948452931
18702,20445,0.024223380300033
11553,13527,0.0160268850730519
72712,107505,0.127372682766204
72716,392,0.000464444366721101
46375,22520,0.0266818549453041
78247,21675,0.0256806929813262
32257,13457,0.0159439485789945
38116,24457,0.0289768262165765
24014,19974,0.0236653361757329
16803,11042,0.0130826395340163
79928,32965,0.0390571646657171
40601,19367,0.0229461582915499
29501,48531,0.0574998713299535
33604,17245,0.0204319977145546
66109,24997,0.029616622027876
31601,33771,0.0400121191544345
70760,10206,0.0120921408335601
27603,27853,0.0330004309854154
