zipcode,n,percent
96707,31067,0.0368084008697053
38301,21712,0.0257245308424708
08817,25885,0.0306687306953462
90808,26382,0.0312575798031533
38668,19423,0.0230125074867958
50501,12602,0.014930938544437
36619,26557,0.0314649210382967
27203,32868,0.0389422383810948
17866,15792,0.0187104730593358
48390,9254,0.0109642045143803
29118,24602,0.029148623239981
67204,17864,0.0211653932834331
75006,43697,0.0517725140117652
98037,12611,0.0149416018079587
33809,38027,0.0450546579931207
54701,10572,0.0125257802167742
96814,63312,0.0750125044536897
71201,34649,0.0410523797513251
29906,19616,0.0232411752489825
61866,12468,0.0147721743986701
92373,28441,0.0336970975354971
28412,20463,0.0242447068270763
04976,5669,0.00671667121158654
29575,45685,0.0541279104429937
85345,31893,0.0377870514995819
20850,2187,0.00259117303576288
85629,1479,0.00175232963872579
75418,13276,0.0157294985015034
34677,25292,0.0299661401099747
08755,16673,0.0197542880774003
40033,11774,0.0139499183004445
38128,24760,0.029335822755139
28043,23469,0.02780623684331
53719,17180,0.0203549852557871
44060,12877,0.0152567604853766
72758,32956,0.0390465014021955
28311,23193,0.0274792300953125
83221,11140,0.0131987506256966
95122,45298,0.0536693901115624
36695,26704,0.0316390876758171
28470,18655,0.022102575666281
93561,19828,0.0234923543452704
58701,13941,0.0165173951950482
32641,16655,0.019732961550357
71301,22510,0.0266700068747245
76548,33566,0.0397692337075523
98273,13352,0.0158195438379085
70546,17406,0.0206227516508865
89122,44712,0.0529750931755967
21784,11412,0.0135210181454623
96797,29275,0.0346852266218374
27609,23656,0.0280277957631489
22942,11559,0.0136951847829827
70126,21563,0.0255479945908345
32817,65288,0.0773536832002226
30024,40321,0.0477726053840855
37030,14361,0.0170150141593922
62702,11637,0.0137875997335037
33055,15563,0.0184391522430625
42718,33435,0.0396140239829593
53095,12788,0.015151312657218
27265,40807,0.0483484216142551
80524,14742,0.0174664256484757
47802,13353,0.0158207286449665
04074,17798,0.0210871960176076
62052,10184,0.0120660750782849
38663,7963,0.00943461860255135
33449,12173,0.0144226563165713
61802,12654,0.0149925485114511
24019,10661,0.0126312280449328
33313,21113,0.0250148314147516
68133,17897,0.0212044919163458
79936,98035,0.116152559927304
80123,12813,0.015180932833667
06106,15039,0.0178183133446904
76001,16837,0.0199485964349061
34744,36038,0.0426980767548343
48309,12090,0.0143243173307605
48165,12544,0.0148622197350752
78572,56708,0.0671880386429087
92054,51478,0.0609914977297675
78542,29789,0.0352942174496298
32961,15724,0.0186299061793944
30680,22800,0.0270136009215335
34974,34957,0.0414173003251774
38464,18746,0.0222103931085555
90503,42929,0.0508625821912504
77043,31191,0.0369553169448925
34746,75940,0.0899742479816338
03451,10233,0.0121241306241251
46033,24331,0.0288275405272733
07728,11939,0.0141454114650082
77037,33784,0.040027521646188
36116,28512,0.0337812188366124
34698,15784,0.0187009946028721
77433,28385,0.0336307483402512
77901,23147,0.0274247289706463
78218,19934,0.0236179438934144
94040,36333,0.0430475948369331
95123,1355,0.0016054135635385
95472,1475,0.00174759041049394
TX,21597,0.0255882780308052
32063,18965,0.0224698658542492
93612,39646,0.0469728606199612
29801,15325,0.0181571681632676
45680,18712,0.0221701096685848
78214,34961,0.0414220395534093
78934,17224,0.0204071167663374
74137,39369,0.0466446690649057
44070,20387,0.0241546614906712
68124,17001,0.0201429047924119
74066,20475,0.0242589245117718
57201,16416,0.0194497926635041
38305,29762,0.0352622276590649
85374,40079,0.0474858820760587
85344,28218,0.0334328855615715
32225,40548,0.0480415565862429
79601,40740,0.0482690395413716
35216,19093,0.0226215211576683
67205,17118,0.0202815272181934
44224,18722,0.0221819577391644
78578,34053,0.0403462347447798
80112,22717,0.0269152619357226
32162,24685,0.0292469622257918
27587,22645,0.0268299558275493
27536,20006,0.0237032500015876
98375,19224,0.0227767308822614
21740,29687,0.0351733671297177
39056,23532,0.0278808796879616
73109,24759,0.029334637948081
60061,23599,0.0279602617608451
77084,18229,0.0215978478595892
48059,12448,0.0147484782575109
77339,22071,0.0261498765762792
13045,9169,0.0108634959144535
07032,32553,0.0385690241578368
92618,15985,0.0189391408215225
35758,14636,0.0173408361003317
91381,27294,0.0323381238400147
98499,15304,0.0181322872150504
29063,24845,0.0294365313550657
08835,19010,0.0225231821718575
50158,14757,0.0174841977543451
98362,11112,0.0131655760280737
75409,17606,0.0208597130624789
54143,9184,0.0108812680203229
84115,20788,0.0246297691209139
89104,25156,0.0298050063500919
29812,12579,0.0149036879821039
19610,15083,0.0178704448552407
56501,8240,0.00976281015760683
32224,31759,0.037628287353815
37745,24093,0.0285455564474783
30152,20243,0.0239840492743246
00646,6856,0.00812303718938743
80915,36794,0.0435937908906536
75248,68466,0.0811190000304258
63033,19462,0.0230587149620563
61364,5216,0.00617995361432976
60525,38710,0.0458638812137088
16506,15178,0.0179830015257471
69361,12221,0.0144795270553535
70458,31553,0.0373842170998748
39571,17186,0.0203620940981348
00907,6708,0.00794768574480905
72404,29284,0.034695889885359
63367,26826,0.0317836341368884
78130,39868,0.0472358877868288
28906,20214,0.0239496898696437
38556,15242,0.0180588291774567
40214,23291,0.0275953411869928
27534,56678,0.0671524944311699
75146,43009,0.0509573667558874
91710,32399,0.0383865638709106
27577,30295,0.0358937298209586
39452,16435,0.0194723039976054
39520,2634,0.00312078179067189
62450,17971,0.021292167638635
28425,11788,0.013966505599256
43050,19218,0.0227696220399136
35244,30801,0.0364932421922874
78023,23153,0.027431837812994
46268,21655,0.025656996840167
53546,16692,0.0197767994115016
20646,15952,0.0189000421886097
98031,1282,0.00151892264830728
92110,704,0.000834104168805244
62864,28207,0.033419852683934
46151,17263,0.0204533242415979
37043,24011,0.0284484022687254
67005,19780,0.0234354836064882
35215,6503,0.00770480029792684
22030,26833,0.0317919277862942
30083,31654,0.0375038826127289
80031,18975,0.0224817139248288
77382,19962,0.0236511184910373
89705,16353,0.0193751498188525
30064,27049,0.032047846110814
38506,40005,0.0473982063537696
35043,18887,0.0223774509037282
91010,36472,0.0432122830179898
29710,19212,0.0227625131975658
92324,36111,0.0427845676700655
30248,29457,0.0349008615063864
29072,34951,0.0414101914828296
75237,5328,0.0063126520048215
64870,18283,0.0216618274407191
64850,23903,0.0283204431064655
99403,18907,0.0224011470448874
74820,17345,0.0205504784203508
83642,40097,0.0475072086031021
92027,41070,0.0486600258704991
30117,27366,0.0324234299481879
88005,20981,0.0248584368831006
22601,16706,0.0197933867103131
40509,25623,0.0303583112461602
36608,10203,0.0120885864123862
67801,13902,0.0164711877197876
37814,22636,0.0268192925640277
31709,13618,0.0161347025153264
81007,21021,0.0249058291654191
87507,27104,0.0321130104990019
29169,20031,0.0237328701780367
35405,40030,0.0474278265302186
72012,13048,0.0154593624922881
22554,24558,0.0290964917294306
95501,9539,0.0113018745258995
60601,8058,0.00954717527305774
36274,15767,0.0186808528828868
31520,17282,0.0204758355756992
75069,26166,0.0310016614786335
22630,16620,0.0196914933033283
35010,16502,0.0195516860704888
28704,16232,0.0192317881648391
85901,25292,0.0299661401099747
38843,16753,0.0198490726420373
67209,18620,0.0220611074192523
29483,50854,0.0602521781255992
19520,14472,0.017146527742826
18657,18007,0.0213348206927216
49684,15383,0.0182258869726293
33948,44410,0.0526172814440921
34747,32564,0.0385820570354744
74011,16744,0.0198384093785156
31313,33089,0.0392040807409044
83647,14289,0.0169297080512189
00987,26803,0.0317563835745553
94565,24475,0.0289981527436198
14845,11258,0.0133385578585361
66223,20400,0.0241700639824247
16125,18074,0.0214142027656051
37188,18558,0.0219876493816587
98042,13489,0.0159818624048493
85392,22913,0.0271474841190832
99224,14579,0.0172733020980279
79029,15718,0.0186227973370466
78209,20530,0.0243240888999597
34446,23161,0.0274413162694577
28352,19354,0.0229307557997964
77478,42202,0.0500012274601121
76308,24620,0.0291699497670243
20878,807,0.000956139295775329
94501,1604,0.00190043052097104
97304,859,0.00101774926278935
78654,17510,0.0207459715849145
93637,24649,0.0292043091717052
14621,10948,0.0129712676705679
08096,37298,0.0441909336478664
48084,13028,0.0154356663511289
29445,48264,0.0571835278454777
49783,12083,0.0143160236813548
19090,14568,0.0172602692203903
08037,10365,0.0122805251557761
96813,17441,0.0206642198979151
33860,36609,0.0433746015849306
15106,19943,0.023628607156936
91740,27257,0.0322942859788701
43078,7507,0.00889434658412069
48111,10919,0.012936908265887
86404,31131,0.0368842285214148
77566,37492,0.0444207862171111
46835,21028,0.0249141228148248
30540,21723,0.0257375637201084
32571,19067,0.0225907161741613
50324,18573,0.0220054214875281
07860,16410,0.0194426838211563
33062,27975,0.0331449774464868
95687,41158,0.0487642888915997
14424,15234,0.018049350720993
84118,22547,0.0267138447358691
85621,34532,0.0409137573255436
06705,16638,0.0197128198303716
85713,32579,0.0385998291413438
33126,60132,0.0712448180093706
26651,9292,0.0110092271825828
37862,56040,0.0663965875281901
65775,18922,0.0224189191507568
37347,19970,0.023660596947501
65802,17065,0.0202187324441214
23847,11838,0.0140257459521541
33328,35727,0.0423296017598081
23505,24326,0.0288216164919835
54806,9339,0.0110649131143071
46123,25670,0.0304139971778844
65616,46908,0.0555769294748812
45439,11487,0.0136098786748094
33029,34078,0.0403758549212288
90221,10292,0.0121940342405448
76549,23570,0.0279259023561642
46526,29886,0.0354091437342521
31093,55972,0.0663160206482487
32819,82369,0.0975913725572715
76904,29108,0.0344873638431577
72949,10568,0.0125210409885423
48723,7457,0.00883510623122259
23322,32690,0.0387313427247776
87123,20098,0.0238122522509201
75455,26877,0.0318440592968445
53144,19398,0.0229828873103468
22853,9423,0.0111644369071759
75180,49864,0.0590792191382168
79901,31104,0.0368522387308499
76542,34130,0.0404374648882428
28645,22853,0.0270763956956054
30240,27257,0.0322942859788701
42413,15108,0.0179000650316898
41101,17649,0.0209106597659712
27804,38253,0.0453224243882201
19560,22450,0.0265989184512468
35768,23219,0.0275100350788195
32805,16135,0.0191168618802168
44004,14884,0.0176346682507063
25801,14069,0.0166690504984673
35206,17784,0.0210706087187961
20678,12089,0.0143231325237025
20724,24685,0.0292469622257918
35040,17764,0.0210469125776369
75605,32519,0.0385287407178661
76712,16285,0.0192945829389111
22192,28381,0.0336260091120193
92677,29270,0.0346793025865476
92264,25948,0.0307433735399978
14616,8810,0.0104381501806452
21047,13766,0.0163100539599048
70433,38681,0.0458295218090279
74114,19558,0.0231724564396207
80014,7190,0.00851876274674673
24517,15872,0.0188052576239728
07663,28073,0.033261088538167
74344,19430,0.0230208011362015
75103,21892,0.025937796112904
27360,26159,0.0309933678292278
55362,18944,0.022444984906032
56470,7760,0.00919410276978507
60101,25473,0.0301805901874659
91766,42491,0.0503436366998631
48375,14439,0.0171074291099132
47715,23061,0.0273228355636615
30122,30009,0.0355548750023815
37354,20250,0.0239923429237304
75503,32956,0.0390465014021955
60031,20253,0.0239958973449043
74467,14514,0.0171962896392604
65201,37586,0.0445321580805595
38614,12783,0.0151453886219282
72560,12220,0.0144783422482956
33076,32430,0.0384232928897074
79763,39457,0.0467489320860064
02891,14409,0.0170718848981744
32780,29665,0.0351473013744425
44312,12521,0.0148349691727421
63303,17644,0.0209047357306814
49801,8020,0.00950215260485519
23320,30115,0.0356804645505254
16830,11163,0.0132260011880297
14043,21088,0.0249852112383025
29649,20646,0.0244615265186833
22306,48959,0.0580069687507612
32608,24420,0.0289329883554319
38655,15118,0.0179119131022694
33189,18037,0.0213703649044605
71923,19618,0.0232435448630984
28144,26444,0.031331037840747
80905,24238,0.0287173534708828
28557,26390,0.031267058259617
77429,33187,0.0393201918325847
79606,29274,0.0346840418147794
71655,16388,0.0194166180658811
30114,19916,0.0235966173663711
31533,24167,0.0286332321697675
92346,33206,0.039342703166686
84660,32300,0.0382692679721724
33033,41381,0.0490285008655253
76048,18085,0.0214272356432427
67037,25631,0.0303677897026239
59901,24790,0.0293713669668778
22835,12435,0.0147330757657574
32086,29308,0.0347243252547501
47501,17975,0.0212969068668668
80026,17391,0.020604979545017
71953,20487,0.0242731421964674
89108,36639,0.0434101457966695
70570,27723,0.0328464060678803
47460,8122,0.00962300292476731
31707,34902,0.0413521359369895
61615,11226,0.0133006440326813
29687,20333,0.0240906819095412
12524,19987,0.0236807386674864
45840,22156,0.0262505851762059
90670,40019,0.047414793652581
32003,17764,0.0210469125776369
30047,30969,0.036692289778025
78573,41433,0.0490901108325393
75067,62057,0.0735255715959474
14850,14021,0.0166121797596851
46229,21253,0.0251807044028662
83402,14925,0.0176832453400828
83406,14412,0.0170754393193483
32259,43089,0.0510521513205243
37411,24330,0.0288263557202153
35957,26275,0.0311308054479514
77338,29978,0.0355181459835846
76801,18901,0.0223940382025396
76052,17390,0.0206037947379591
95648,8592,0.0101798622420095
95204,551,0.000652828688937058
95661,10719,0.0126999468542946
92657,1117,0.00132342948374355
51401,11080,0.0131276622022189
32563,17512,0.0207483411990304
41001,9313,0.0110341081308
61920,11438,0.0135518231289693
24540,36999,0.0438366763375358
81650,7703,0.00912656876748124
34287,34706,0.0411199137536289
75244,25030,0.0296557206607887
32514,16522,0.0195753822116481
70817,9840,0.011658501450346
88346,17841,0.0211381427210999
48604,15808,0.0187294299722632
30188,29637,0.0351141267768196
37801,19789,0.0234461468700099
34609,18998,0.022508964487162
27560,42136,0.0499230301942866
76182,20698,0.0245231364856973
74014,24017,0.0284555111110732
30180,26473,0.0313653972454279
30824,15111,0.0179036194528637
06810,20460,0.0242411524059024
28601,14865,0.017612156916605
78242,19681,0.02331818770775
32940,23008,0.0272600407895895
80920,32707,0.0387514844447629
47331,13629,0.016147735392964
21045,15465,0.0183230411513822
30474,20994,0.0248738393748541
05495,10721,0.0127023164684105
37938,18435,0.0218419181135294
29745,25115,0.0297564292607155
66801,15869,0.0188017032027989
37091,15468,0.0183265955725561
66210,20339,0.024097790751889
00725,58682,0.0695268477753257
33543,33466,0.0396507530017561
29073,20459,0.0242399675988444
67212,8652,0.0102509506654872
28570,10519,0.0124629854427022
72830,22074,0.026153430997453
32811,43726,0.0518068734164461
30504,39312,0.0465771350626019
97365,9921,0.0117544708220409
80233,11595,0.0137378378370693
44460,12334,0.0146134102529032
93662,26040,0.0308523757893303
79924,34560,0.0409469319231665
85225,29322,0.0347409125535616
72855,6313,0.00747968695691406
07083,34181,0.0404978900481989
32757,16533,0.0195884150892856
13039,16877,0.0199959887172246
71753,24117,0.0285739918168694
78232,27125,0.0321378914472191
85541,12780,0.0151418342007543
14454,12385,0.0146738354128593
46816,18553,0.0219817253463689
61081,12377,0.0146643569563956
34947,30608,0.0362645744301007
47601,15735,0.018642939057032
33056,43059,0.0510166071087855
87120,29682,0.0351674430944279
44883,8796,0.0104215628818337
65714,19351,0.0229272013786225
70663,16831,0.0199414875925583
75604,29869,0.0353890020142668
32177,29903,0.0354292854542375
29412,19654,0.023286197917185
20176,3353,0.00397265806534656
55124,29842,0.0353570122237018
46383,22556,0.0267245079993907
21851,13775,0.0163207172234265
42420,16278,0.0192862892895053
70764,11010,0.0130447257081615
97223,16356,0.0193787042400264
93611,22237,0.0263465545479008
86301,19301,0.0228679610257244
33063,25660,0.0304021491073048
15501,12854,0.0152295099230435
28540,16058,0.0190256317367537
98823,10461,0.0123942666333404
48066,12362,0.0146465848505262
43123,16734,0.019826561307936
40207,14242,0.0168740221194947
63020,20579,0.0243821444457999
13421,9250,0.0109594652861484
20175,19831,0.0234959087664443
38751,20407,0.0241783576318304
85755,19659,0.0232921219524748
55129,15422,0.0182720944478899
04330,12792,0.0151560518854498
93446,27740,0.0328665477878657
57078,16690,0.0197744297973857
78582,20713,0.0245409085915668
39183,2258,0.00267529433687818
39194,11984,0.0141987277826165
31211,12532,0.0148480020503797
34491,25450,0.0301533396251327
77414,18753,0.0222186867579613
31410,12782,0.0151442038148702
28314,8282,0.00981257205404123
19114,14420,0.0170849177758119
67846,34519,0.0408983548337901
77340,21683,0.0256901714377899
35214,20115,0.0238323939709055
91739,31882,0.0377740186219443
93618,23074,0.027338238055415
93726,21159,0.0250693325394178
86426,14029,0.0166216582161488
30214,30064,0.0356200393905694
36027,20996,0.02487620898897
78108,10584,0.0125399979014697
94531,30087,0.0356472899529025
28411,12987,0.0153870892617524
43950,11581,0.0137212505382578
28607,21233,0.025157008261707
27886,17375,0.0205860226320896
60804,28830,0.0341579874810443
62966,8501,0.0100720447997349
32566,42395,0.0502298952222987
27910,11389,0.0134937675831291
75979,12928,0.0153171856453327
32223,19003,0.0225148885224518
33483,19080,0.0226061186659148
43420,11468,0.0135873673407081
63119,18949,0.0224509089413218
41035,13942,0.0165185800021061
70726,35550,0.0421198909105489
75482,29930,0.0354612752448025
76710,28822,0.0341485090245806
53714,14521,0.0172045832886661
29707,30672,0.0363404020818103
27834,37226,0.0441056275396932
02886,23474,0.0278121608785998
78945,10252,0.0121466419582264
78621,16329,0.0193467144494614
19401,6690,0.00792635921776574
42445,14365,0.017019753387624
35148,14567,0.0172590844133324
33018,24885,0.0294839236373842
38606,23898,0.0283145190711757
18840,15974,0.0189261079438849
30084,41974,0.0497310914508967
85284,32274,0.0382384629886654
53406,5844,0.00692401244672989
28384,11510,0.0136371292371425
99503,24838,0.02942823770566
25401,16445,0.019484152068185
13126,7278,0.00862302576784739
44129,16456,0.0194971849458226
11720,25916,0.030705459714143
53901,13044,0.0154546232640562
53215,33555,0.0397562008299147
40361,16736,0.0198289309220519
53083,13774,0.0163195324163685
84041,20767,0.0246048881726967
38344,15567,0.0184438914712944
64055,35785,0.0423983205691699
00780,27867,0.0330170182842269
92345,17688,0.0209568672412317
16601,15605,0.0184889141394969
78016,13994,0.0165801899691201
70510,18580,0.0220137151369338
72901,33394,0.0395654468935828
37166,17922,0.0212341120927948
06416,16247,0.0192495602707085
11756,18165,0.0215220202078796
37343,36092,0.0427620563359643
85305,35404,0.0419469090800864
18517,19502,0.0231061072443748
27405,27095,0.0321023472354802
34655,34884,0.0413308094099462
28328,33278,0.0394280092748592
47265,11133,0.0131904569762909
32720,31251,0.0370264053683703
33625,45205,0.0535592030551719
33068,33277,0.0394268244678013
45320,14117,0.0167259212372495
23834,34007,0.0402917336201135
49412,7552,0.00894766290172898
85382,9269,0.0109819766202497
34109,25669,0.0304128123708264
80909,28107,0.0333013719781378
80212,20910,0.0247743155819853
07095,26137,0.0309673020739526
71055,13085,0.0155032003534327
14304,20603,0.024410579815191
99344,16008,0.0189663913838556
95112,24243,0.0287232775061726
16933,12441,0.0147401846081052
85032,38639,0.0457797599125935
80020,17182,0.020357354869903
31904,21324,0.0252648257039816
98664,14232,0.0168621740489151
35045,11500,0.0136252811665629
08734,17435,0.0206571110555674
63901,30855,0.0365572217734173
73505,40720,0.0482453434002124
04861,11994,0.0142105758531962
54751,14876,0.0176251897942426
84651,13211,0.0156524860427359
99337,18978,0.0224852683460027
08332,17675,0.0209414647494782
37920,18477,0.0218916800099638
76111,44158,0.0523187100654857
84098,15051,0.017832531029386
29678,23717,0.0281000689936846
92115,29127,0.034509875177259
33830,23333,0.0276451030834272
76132,29838,0.03535227299547
29020,26460,0.0313499947536743
30512,20152,0.0238762318320501
94123,2452,0.00290514690612281
61874,11196,0.0132650998209425
92260,9491,0.0112450037871173
28315,28375,0.0336189002696716
06088,17918,0.021229372864563
76528,14591,0.0172875197827235
93035,2160,0.00255918324519791
91016,300,0.000355442117388598
97405,736,0.000872017994660027
97701,703,0.000832919361747281
94553,21448,0.0254117417791688
60142,16871,0.0199888798748768
92227,18269,0.0216452401419077
91786,63100,0.0747613253574018
73750,10764,0.0127532631719029
62650,19881,0.0235551491193424
30141,25153,0.029801451928918
95129,5369,0.00636122909419794
29621,43340,0.0513495378920728
33404,3994,0.0047321193895002
CA,35850,0.0424753330279375
70605,23519,0.0278654771962081
11590,15253,0.0180718620550943
34203,45646,0.0540817029677332
80231,30617,0.0362752376936224
55021,16818,0.0199260851008048
32825,34736,0.0411554579653678
95605,25240,0.0299045301429607
77346,41944,0.0496955472391579
15642,18659,0.0221073148945128
73159,23792,0.0281889295230318
73446,11372,0.0134736258631438
49735,11926,0.0141300089732547
93420,13531,0.0160316243012837
32935,46246,0.0547925872025104
85635,24314,0.0288073988072879
72703,41717,0.0494265960370005
83686,19862,0.0235326377852411
99611,11289,0.0133752868773329
89103,36257,0.042957549500528
30052,31848,0.0377337351819736
62626,8322,0.00985996433635971
67211,30530,0.0361721594795797
36526,21598,0.0255894628378631
98087,23354,0.0276699840316444
85128,16875,0.0199936191031086
66048,15358,0.0181962667961803
95832,2171,0.00257221612283549
97850,14477,0.0171524517781158
85031,38752,0.0459136431101432
19963,17174,0.0203478764134393
66205,28798,0.0341200736551895
31750,18155,0.0215101721373
38115,14576,0.017269747676854
28792,23370,0.0276889409445718
11554,14837,0.0175789823189821
45505,14269,0.0169060119100597
42041,11066,0.0131110749034074
11953,14840,0.017582536740156
48195,17095,0.0202542766558603
77511,30765,0.0364505891382007
60174,11077,0.013124107781045
75087,35369,0.0419054408330578
30106,35648,0.0422360020022291
62035,9972,0.011814895981997
37757,14966,0.0177318224294592
89129,17883,0.0211879046175343
26201,7835,0.00928296329913222
48312,16340,0.019359747327099
79927,34190,0.0405085533117206
77086,52319,0.0619879204655135
87111,25038,0.0296651991172524
75104,32695,0.0387372667600674
63383,11307,0.0133966134043763
12401,14589,0.0172851501686075
19440,22138,0.0262292586491626
79103,19958,0.0236463792628055
46254,27468,0.0325442802681
46241,7129,0.00844648951621105
22026,22386,0.0265230907995372
60620,12942,0.0153337729441441
14226,15737,0.0186453086711479
33023,32849,0.0389197270469935
37923,27813,0.0329530387030969
31513,13655,0.016178540376471
58801,19414,0.0230018442232741
71251,10293,0.0121952190476028
33781,67965,0.0805254116943869
33069,38635,0.0457750206843616
33919,29105,0.0344838094219838
92223,25428,0.0301272738698576
31501,16253,0.0192566691130563
44062,10528,0.0124736487062239
33428,20099,0.0238134370579781
53147,18350,0.0217412095136026
58104,7180,0.00850691467616711
32808,30187,0.0357657706586987
22901,19719,0.0233632103759526
22508,12994,0.0153953829111581
32065,22073,0.0261522461903951
33909,19463,0.0230598997691143
30274,29071,0.0344435259820131
70816,46186,0.0547214987790326
48661,11382,0.0134854739337234
78516,56610,0.0670719275512285
76086,21015,0.0248987203230713
62839,10145,0.0120198676030244
55337,16972,0.020108545387731
49080,8755,0.0103729857924573
62269,19566,0.0231819348960844
27103,32898,0.0389777825928337
30721,22790,0.0270017528509538
77445,15691,0.0185908075464816
94579,22414,0.0265562653971601
62234,43100,0.0510651841981619
23462,18928,0.0224260279931046
73132,40967,0.048537990743529
19971,10823,0.0128231667883227
94533,29335,0.0347563150453151
89436,15770,0.0186844073040606
33442,31265,0.0370429926671817
46221,20414,0.0241866512812361
46226,22402,0.0265420477124646
94551,18973,0.0224793443107129
80817,16860,0.0199758469972392
33330,44588,0.0528281771004094
70714,23543,0.0278939125655992
87801,14115,0.0167235516231335
61571,10922,0.0129404626870609
94025,2123,0.00251534538405331
80433,321,0.0003803230656058
19702,1078,0.00127722200848303
06770,10494,0.0124333652662532
62901,17312,0.020511379787438
21030,19575,0.023192598159606
80134,20439,0.0242162714576852
66606,7689,0.00910998146866977
53072,9778,0.0115850434127524
77055,40394,0.0478590962993168
55912,11005,0.0130388016728717
68310,9894,0.011722481031476
30269,27484,0.0325632371810274
23005,22628,0.026809814107564
11749,16916,0.0200421961924851
77351,18230,0.0215990326666471
04412,7728,0.00915618894393029
20784,25826,0.0305988270789264
33461,25581,0.0303085493497258
28786,24599,0.0291450688188071
32832,15626,0.0185137950877141
36801,26183,0.0310218031986189
62056,12806,0.0151726391842613
33844,45264,0.0536291066715917
44708,15658,0.0185517089135689
85205,11639,0.0137899693476196
79007,15004,0.0177768450976617
84790,19160,0.0227009032305518
52302,11138,0.0131963810115807
00617,26872,0.0318381352615547
37830,18827,0.0223063624802505
94591,1140,0.00135068004607667
59725,367,0.000434824190272052
80132,16539,0.0195955239316334
87410,344,0.000407573627938926
32304,22572,0.0267434649123181
82901,16032,0.0189948267532467
95531,11122,0.0131774240986533
12701,12979,0.0153776108052887
77532,23249,0.0275455792905584
78382,27615,0.0327184469056204
14626,9338,0.0110637283072491
17402,17508,0.0207436019707986
43567,9051,0.010723688681614
19095,13739,0.0162780641693398
70454,15412,0.0182602463773102
33067,40769,0.0483033989460525
77486,10730,0.0127129797319322
88130,10976,0.0130044422681908
03079,23179,0.0274626427965011
75603,20064,0.0237719688109494
76028,44037,0.0521753484114723
28027,32725,0.0387728109718062
75702,16776,0.0198763232043704
40831,8623,0.0102165912608063
47371,12674,0.0150162446526103
78596,21750,0.0257695535106734
84109,11805,0.0139866473192413
75024,36672,0.0434492444295822
44109,13472,0.015961720684864
23227,36049,0.0427111096324719
77505,47076,0.0557759770606188
28339,20278,0.0240255175213533
46203,32787,0.0388462690093999
21550,4840,0.00573446616053605
65708,13601,0.0161145607953411
75165,22634,0.0268169229499118
33134,20405,0.0241759880177145
39507,18495,0.0219130065370071
60450,11909,0.0141098672532694
28273,27102,0.0321106408848859
73064,13223,0.0156667037274314
74015,20062,0.0237695991968335
32218,42073,0.049848387349635
29209,19769,0.0234224507288507
80002,13557,0.0160624292847907
82930,15449,0.0183040842384548
75142,9695,0.0114867044269415
51250,10710,0.012689283590773
33064,35071,0.0415523683297851
27893,43165,0.0511421966569295
60446,21526,0.0255041567296899
19064,11463,0.0135814433054183
53150,12523,0.014837338786858
40299,14940,0.0177010174459522
70072,36361,0.043080769434556
45044,12651,0.0149889940902772
47304,23078,0.0273429772836469
32448,20000,0.0236961411592399
81147,8021,0.00950333741191315
99654,11344,0.0134404512655209
43506,10767,0.0127568175930768
72160,15853,0.0187827462898715
32828,28723,0.0340312131258423
30815,19326,0.0228975812021735
53212,12042,0.0142674465919783
41031,10038,0.0118930932478225
28546,33154,0.0392810931996719
84780,24397,0.0289057377930988
64506,15455,0.0183111930808026
78942,7810,0.00925334312268317
78254,36304,0.0430132354322522
43035,18796,0.0222696334614536
30078,47467,0.0562392366202819
30044,54351,0.0643954484072923
04605,8530,0.0101064042044158
28803,13853,0.0164131321739475
92024,15686,0.0185848835111918
42134,18864,0.022350200341395
70363,12897,0.0152804566265358
98512,12394,0.0146844986763809
29624,26126,0.030954269196315
29626,4532,0.00536954558668375
95242,35513,0.0420760530494043
13662,11775,0.0139511031075025
36561,12548,0.0148669589633071
74804,23424,0.0277529205257017
39466,23949,0.0283749442311318
65020,21634,0.0256321158919498
77099,36240,0.0429374077805426
94587,42941,0.050876799875946
30338,31116,0.0368664564155454
95758,28127,0.033325068119297
17268,10359,0.0122734163134283
31730,15695,0.0185955467747135
11901,13239,0.0156856606403588
96080,15695,0.0185955467747135
54220,11254,0.0133338186303043
44663,14294,0.0169356320865087
97266,20026,0.0237269461427469
37604,40786,0.0483235406660379
78114,16876,0.0199948039101666
67114,11919,0.014121715323849
89130,15350,0.0181867883397166
72543,15239,0.0180552747562828
29456,12040,0.0142650769778624
77523,13822,0.0163764031551507
43140,8010,0.00949030453427557
72908,17015,0.0201594920912233
21060,23139,0.0274152505141826
46410,20229,0.0239674619755132
32901,13747,0.0162875426258035
14411,8573,0.0101573509079082
30008,17188,0.0203644637122507
95210,18411,0.0218134827441383
60440,28389,0.033635487568483
37086,21527,0.0255053415367478
45240,5311,0.00629251028483615
99701,22424,0.0265681134677397
22560,15914,0.0188550195204072
30265,30298,0.0358972842421325
35146,12353,0.0146359215870045
64119,39901,0.0472749864197415
32055,25554,0.0302765595591608
98374,20979,0.0248560672689847
40475,22805,0.0270195249568233
46703,14970,0.017736561657691
30655,29597,0.0350667344945011
60130,31200,0.0369659802084142
85349,24127,0.028585839887449
33351,34960,0.0414208547463513
78213,31072,0.0368143249049951
58201,9776,0.0115826737986365
92243,38466,0.045574788291566
14456,9457,0.0112047203471466
64836,21424,0.0253833064097778
77071,32339,0.0383154754474329
30093,23273,0.0275740146599495
35640,19331,0.0229035052374633
42001,22100,0.0261842359809601
