session_id_mask,account_id_mask,pseudo_member_id,session_received_utc,session_started_local_time,timezone_offset,location_name,street1,street2,city,state,zipcode,birth_year,gender,ethnicity,height_inches,weight_lbs,bmi,bp_systolic,bp_diastolic,bp_map
84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928,84401928
