GEOID,NAME,female_18-19,female_20-44,female_45-64,female_65plus,male_18-19,male_20-44,male_45-64,male_65plus
1,United States,0.017156364572881,0.210531888676969,0.16363551956375,0.117322727040628,0.0179110336664383,0.217715458826959,0.160792782835661,0.0949342248167129
