GEOID,NAME,female_18-19,female_20-44,female_45-64,female_65plus,male_18-19,male_20-44,male_45-64,male_65plus
01001,"Autauga County, Alabama",0.0136459606622958,0.214957217468608,0.174352705856206,0.114523835981776,0.0134237137459718,0.205933992665852,0.173752639182131,0.0894099344371597
01003,"Baldwin County, Alabama",0.0140036082250141,0.179449419640916,0.179476590009999,0.144557231665435,0.0149600052167109,0.176917141242447,0.166212015824023,0.124423988175455
01005,"Barbour County, Alabama",0.0101389029706986,0.168255094798743,0.150410625570313,0.14209672513434,0.018097941802697,0.235425326979621,0.167950927709622,0.107624455033965
01007,"Bibb County, Alabama",0.0138572080291971,0.170905565693431,0.159272354014599,0.117814781021898,0.0140853102189781,0.25336450729927,0.175581660583942,0.0951186131386861
01009,"Blount County, Alabama",0.0126117812493134,0.188715312108628,0.16951200755828,0.130797794036869,0.0139960011425307,0.198646540548854,0.179421264254169,0.106299299101356
01011,"Bullock County, Alabama",0.0228136882129278,0.166564454801913,0.139580522507053,0.118729302097387,0.0547037900159451,0.202747454924568,0.203360726113087,0.0915000613271189
01013,"Butler County, Alabama",0.00596731538618024,0.201939377500509,0.177188580728284,0.160914084220519,0.0159354444971859,0.182816844103886,0.143486810876789,0.111751542686648
01015,"Calhoun County, Alabama",0.0243002085995435,0.20449308126645,0.163297401788932,0.131079147690661,0.0230770070880159,0.198792088507367,0.158939746404115,0.0960213186549152
01017,"Chambers County, Alabama",0.0123992560446373,0.190948543087415,0.181430290653149,0.142664381313592,0.00897122643229642,0.187958134276649,0.169213376609168,0.106414791583093
01019,"Cherokee County, Alabama",0.0104212751314949,0.159956741876813,0.185026790542201,0.155188516934572,0.0131740647888709,0.166986186894755,0.177997345524259,0.131249078307034
01021,"Chilton County, Alabama",0.0146362712356614,0.204268912443735,0.171104980397851,0.121823725860317,0.012690576448381,0.205691883258313,0.170756497749383,0.0990271526063598
01023,"Choctaw County, Alabama",0.0190279010154787,0.163955437247363,0.187617075815834,0.164349797890171,0.0248447204968944,0.143054323178547,0.170659568175096,0.126491176180617
01025,"Clarke County, Alabama",0.0161819496190847,0.18890062837124,0.179280431518657,0.147583829171996,0.0149585719846522,0.176666852026914,0.162653617305233,0.113774120002224
01027,"Clay County, Alabama",0.0273475528807859,0.152933887954686,0.186565182759536,0.145145588105142,0.0161076201433755,0.18311354987167,0.172050623949022,0.116735994335782
01029,"Cleburne County, Alabama",0.0101726790904428,0.180885621473756,0.171995212856899,0.140109420413746,0.0138485211147205,0.192255086339545,0.176611386561805,0.114122072149085
01031,"Coffee County, Alabama",0.0116412727139328,0.202401623908631,0.169263127002372,0.124703465479713,0.0179999510870894,0.209224974932133,0.165325637702071,0.0994399471740566
01033,"Colbert County, Alabama",0.0130483739209149,0.190073521294681,0.176804362705054,0.143664583931292,0.015344534475526,0.186298103459696,0.165566423067582,0.109200097145254
01035,"Conecuh County, Alabama",0.00879669852302346,0.176802780191138,0.176911381407472,0.159752389226759,0.0271503040834057,0.15106429192007,0.164530842745439,0.134991311902693
01037,"Coosa County, Alabama",0.0155691385076692,0.136316457156037,0.192480682735555,0.153846153846154,0.01291661861377,0.153846153846154,0.197901049475262,0.137123745819398
01039,"Covington County, Alabama",0.013986013986014,0.180965376087327,0.172369094320314,0.157393825686509,0.0175677980556029,0.168957871396896,0.167627494456763,0.121132526010575
01041,"Crenshaw County, Alabama",0.0135493372606775,0.176337751595484,0.181737849779087,0.145900834560628,0.0092292587137948,0.198134511536573,0.164653902798233,0.110456553755523
01043,"Cullman County, Alabama",0.0126362735381566,0.191074447618492,0.169897394041859,0.133737538622981,0.0178685944149711,0.193042033463534,0.173803416312015,0.10794030198799
01045,"Dale County, Alabama",0.0120887206979922,0.210659098076317,0.166561547356249,0.123278671291916,0.0154788184589509,0.215021549458636,0.152659518553558,0.104252076106381
01047,"Dallas County, Alabama",0.0156719475553128,0.201584266593827,0.186595192570336,0.146032504780115,0.0180278612400983,0.169147773832286,0.154944004370391,0.107996449057635
01049,"DeKalb County, Alabama",0.0144863754721825,0.19763817068251,0.168133641398027,0.123886016063373,0.017236953093483,0.202277478270437,0.173323064510214,0.103018300509774
01051,"Elmore County, Alabama",0.0136527225306348,0.217511037286357,0.178155643950984,0.111421952179044,0.0201075315819382,0.205286240911541,0.163730675642203,0.0901341959172968
01053,"Escambia County, Alabama",0.0258268824771288,0.173434201266714,0.157881773399015,0.140042223786066,0.0139338494018297,0.218965517241379,0.16963406052076,0.100281491907108
01055,"Etowah County, Alabama",0.011960484824596,0.193966791486007,0.177066909735909,0.139731966890028,0.014424024438313,0.187426093811588,0.167791683090264,0.107632045723295
01057,"Fayette County, Alabama",0.0180390327346241,0.177280149288547,0.166472280538061,0.149988336832284,0.0171059793173159,0.173236917813545,0.178757483865951,0.119119819609673
01059,"Franklin County, Alabama",0.0138640986260429,0.189738906645635,0.171018222572745,0.127973101988294,0.0249470756714126,0.204474700095471,0.169357851479806,0.0986260429205928
01061,"Geneva County, Alabama",0.0120117234420795,0.18195358670062,0.179695382693509,0.142410993129294,0.0138855522990439,0.177148897323788,0.175178974679287,0.117714889732379
01063,"Greene County, Alabama",0.0214642262895175,0.16522462562396,0.164559068219634,0.173044925124792,0.00332778702163062,0.199001663893511,0.142928452579035,0.13044925124792
01065,"Hale County, Alabama",0.0103649893692417,0.207919914953933,0.175407512402551,0.143072289156627,0.0220588235294118,0.176470588235294,0.150602409638554,0.114103472714387
01067,"Henry County, Alabama",0.0113330911732655,0.174718488921177,0.172539048310934,0.16229567744279,0.0132945877224846,0.178932074100981,0.162005085361424,0.124881946966945
01069,"Houston County, Alabama",0.0139033547293206,0.207847886641637,0.174845585563764,0.133183965120504,0.0146178999636672,0.193665980380283,0.159561584110452,0.102373743490372
01071,"Jackson County, Alabama",0.0123066609203658,0.184456256285017,0.172365081645357,0.143681463391275,0.0130728343628789,0.183714025762582,0.17509457453431,0.115309103098214
01073,"Jefferson County, Alabama",0.0186009743825481,0.225608219741921,0.167408769442932,0.122626793789033,0.0174277147017132,0.20886522708345,0.150996597546926,0.0884657033114774
01075,"Lamar County, Alabama",0.00985357767750253,0.177272308684041,0.172667833133806,0.153973662399853,0.0137213371396998,0.176259324062989,0.16705037296252,0.129201583939589
01077,"Lauderdale County, Alabama",0.0246736687129468,0.197008136921115,0.162488662206039,0.140575499848829,0.0184691020467183,0.195733045890132,0.152169626542926,0.108882257831294
01079,"Lawrence County, Alabama",0.0111008325624422,0.185707678075856,0.186170212765957,0.131205673758865,0.0132207832254086,0.186170212765957,0.180619796484736,0.105804810360777
01081,"Lee County, Alabama",0.0361108505710637,0.240712548971508,0.145792598898998,0.0876761350928204,0.0328208310185352,0.245063166932418,0.139616597282848,0.0722072712318093
01083,"Limestone County, Alabama",0.0154935648746844,0.20464314305068,0.168421700843648,0.109132335734959,0.0125254018104563,0.215727569431615,0.18584888232034,0.0882074019336166
01085,"Lowndes County, Alabama",0.0207175341081354,0.192900454775139,0.176983324911572,0.142369883779687,0.0170540677109651,0.178499242041435,0.165361293582617,0.10611419909045
01087,"Macon County, Alabama",0.067107809476247,0.187090330232849,0.151382733004557,0.142081278481803,0.0468818278294525,0.174917285723204,0.130220363318559,0.100318371933329
01089,"Madison County, Alabama",0.019598296993599,0.211245331599395,0.172293798011417,0.109231588612207,0.0188206386600751,0.214868958035857,0.167431799690897,0.0865095883965535
01091,"Marengo County, Alabama",0.0252865812542144,0.183007417397168,0.187053270397842,0.143492919757249,0.0175320296695887,0.17478084962913,0.154888739042481,0.113958192852326
01093,"Marion County, Alabama",0.0130151843817787,0.178047722342733,0.173015184381779,0.146507592190889,0.0144468546637744,0.172321041214751,0.183904555314534,0.118741865509761
01095,"Marshall County, Alabama",0.0160928961748634,0.194303278688525,0.167581967213115,0.129754098360656,0.0174863387978142,0.204234972677596,0.169658469945355,0.100887978142077
01097,"Mobile County, Alabama",0.0162756727487943,0.219901023761853,0.169896616423004,0.122860866608742,0.0168927001876267,0.204516263080352,0.15512258698198,0.0945342702076486
01099,"Monroe County, Alabama",0.0177885845917584,0.182300998208344,0.181341182492961,0.151266956744305,0.0166368057332992,0.168479651906834,0.167199897619657,0.114985922702841
01101,"Montgomery County, Alabama",0.0181039081725722,0.230979710543978,0.170168705937692,0.119683124243519,0.0196240398790778,0.210455064333121,0.146253879204025,0.0847315676860154
