age_group,mean,median,lower,upper
18-19,0.575082054851853,0.574478223754733,0.556697374939366,0.593144495113015
20-44,0.593965375741151,0.593969229265067,0.582828326349573,0.605685991532837
45-64,0.724181991340069,0.72424708809837,0.71371425951784,0.734758436639219
65plus,0.824916506424221,0.824861601761894,0.816849781919503,0.832883631823908
