age_group,gender,mean,median,lower,upper
18-19,female,36.4421626681013,36.4106785140572,34.5526110004098,38.2114866657332
18-19,male,43.6828044431925,43.6434988282129,42.0225667611042,45.5929077340389
20-44,female,52.4668988595734,52.4996594922796,50.8288169707376,53.9295691273691
20-44,male,60.103720988027,60.1081487760022,58.5426167097217,61.6078105575069
45-64,female,68.8784278669022,68.8862476517307,67.2420717803201,70.4341858634837
45-64,male,75.1667486471918,75.1916933063303,73.8984068949491,76.5116415956201
65plus,female,69.6117159155088,69.6428250925964,68.0754323428355,71.1769739898918
65plus,male,75.823749419609,75.8478854168027,74.4399406657932,77.1638304496254
