age_group,gender,mean,median,lower,upper
18-19,female,19.4171522306369,19.4052879818759,18.2719643040622,20.5712773266238
18-19,male,20.5966429104901,20.5951506950856,19.3129672898401,22.0325249295013
20-44,female,28.2334280253467,28.1891444506168,26.9175803512265,29.6979426174388
20-44,male,29.7689011304725,29.7499275869516,28.4518290956737,31.1429957036352
45-64,female,46.6770925719735,46.7060019144247,45.1623134408929,48.2043177990444
45-64,male,48.4563768528455,48.4549569662526,46.9090676880231,50.0257027345638
65plus,female,56.7294335267284,56.7200330886189,55.0630032006692,58.4910907125615
65plus,male,58.4934916903568,58.5048085272246,56.8056392346466,60.1150187000433
