age_group,mean,median,lower,upper
18-19,0.654154318822085,0.655006065882783,0.629152238543003,0.679981663327668
20-44,0.642240798959167,0.642351379412357,0.62919135663679,0.655491410578459
45-64,0.743883275038923,0.744077544544902,0.733462147348745,0.753748221768257
65plus,0.852828437343603,0.852821964758533,0.844699381562184,0.86124405659611
