ethnicity,mean,median,lower,upper
asian,0.541120782367872,0.54081015791423,0.518320623108466,0.565351216886386
black,0.588039937398095,0.587537748551245,0.574601365791239,0.603587494910565
hispanic,0.538945842584709,0.538942114896783,0.514712534006335,0.563408761362223
other,0.546519233041825,0.546574833038379,0.531208241520078,0.56355156608685
white,0.581815071320012,0.581924441583291,0.572990760789496,0.590350284429943
