age_group,mean,median,lower,upper
18-19,0.642825674465516,0.642574686693792,0.618675517254011,0.668379691474875
20-44,0.624219233434294,0.624022818734337,0.61118307900492,0.636907627217793
45-64,0.725437868573894,0.725537155275738,0.715260979596539,0.735220069937551
65plus,0.833285247372294,0.83346288272727,0.823791402399431,0.842492200897712
