FIPS,state,mean,median,lower,upper
01001,AL,0.699506819919066,0.704377910095723,0.582140197703056,0.813529654006551
01003,AL,0.714360553802617,0.717971635759473,0.580187650207558,0.825528297647174
01005,AL,0.73482871405773,0.736491968805059,0.629665327644867,0.826613274573901
01007,AL,0.725995457632354,0.730135060052833,0.597309095291323,0.829288222491481
01009,AL,0.72359212348012,0.730688570018252,0.56841551285449,0.835019879240966
01011,AL,0.728704448425412,0.732102066605218,0.624494439682147,0.831727299707892
01013,AL,0.731458653364839,0.735003253010079,0.62571829694505,0.823050825979162
01015,AL,0.721624162986461,0.725373972913309,0.600324779460273,0.821546030488539
01017,AL,0.728301041947447,0.731046351941452,0.618653620811715,0.816675968959659
01019,AL,0.729816018640731,0.731191604503002,0.592325242933881,0.856290724016819
01021,AL,0.71311619671619,0.713943119660239,0.57262364109508,0.825699555132626
01023,AL,0.743662521316336,0.748055499014655,0.64013899645326,0.832787306679835
01025,AL,0.748841677985445,0.751771986352415,0.641018733987574,0.840713102130667
01027,AL,0.731841538733195,0.736898424136091,0.600204199480088,0.827272969159806
01029,AL,0.716346939472498,0.728858291091055,0.553853352923569,0.832855794064884
01031,AL,0.708616042612289,0.713641112156066,0.608474052136717,0.803944017548025
01033,AL,0.722218227765306,0.728776781944703,0.580988528383938,0.83049466701566
01035,AL,0.738514654081126,0.740344779711396,0.635879630192395,0.826599718164068
01037,AL,0.739888651469036,0.741857259514625,0.623021444624297,0.826800781030585
01039,AL,0.732551707751612,0.738222115356975,0.599683607123174,0.838427890993616
01041,AL,0.73227199761148,0.737527521262348,0.599172168819316,0.83481946585862
01043,AL,0.716484739222336,0.721928438920423,0.585924617249955,0.832716387242416
01045,AL,0.721594882092935,0.726753850791649,0.602812352853063,0.8183439490817
01047,AL,0.749723151884909,0.754293226803287,0.621973033458079,0.83699263754149
01049,AL,0.712920642271996,0.720958557926455,0.573526288141983,0.829976075548806
01051,AL,0.704574300266017,0.706110095626674,0.571426734906031,0.81673224856581
01053,AL,0.731268256178841,0.73331704727986,0.624295441064412,0.833276384383636
01055,AL,0.727598648963041,0.734080069980188,0.591092946744752,0.827278723120332
01057,AL,0.741172026991637,0.74829042284387,0.596934343740682,0.854391048687585
01059,AL,0.720998484628931,0.722465334823136,0.607116713974495,0.824155612000206
01061,AL,0.720223299372862,0.721399416450032,0.597589285954027,0.826565185422043
01063,AL,0.747614345494523,0.753304602086905,0.615800128504117,0.851483168297997
01065,AL,0.756594036681917,0.758799509579367,0.653056229601491,0.839028412786401
01067,AL,0.732963696889009,0.736687256649785,0.623464848081699,0.820946399047697
01069,AL,0.711442411375976,0.71431319493977,0.6060030124287,0.810421634037228
01071,AL,0.72885942291885,0.733999444238165,0.585237279958483,0.841891565454306
01073,AL,0.705723718034102,0.707060958083703,0.601613477000918,0.795984071425564
01075,AL,0.735992603470261,0.73879029379384,0.606234309271236,0.8351704136233
01077,AL,0.714783649063692,0.716898237570293,0.584072600601428,0.832460572143486
01079,AL,0.72154461260277,0.726681831044694,0.594421761971937,0.824893951822731
01081,AL,0.688102387190853,0.692597250661953,0.554950643614782,0.792482435675629
01083,AL,0.696507807378067,0.701919010782907,0.562308616678819,0.800039837446968
01085,AL,0.748429736034109,0.750913240857394,0.62879771783606,0.848017798808061
01087,AL,0.746440730826874,0.751941406871652,0.617510880886168,0.834875109179565
01089,AL,0.694368673167901,0.69640277243165,0.578209883213727,0.798447616960091
01091,AL,0.725342459209323,0.725719399523126,0.617176067117608,0.819860964984299
01093,AL,0.734542776123405,0.736521355225992,0.595369076500139,0.851064084180997
01095,AL,0.706210575247996,0.709249780228033,0.559806401053322,0.827004469462311
01097,AL,0.717404393542999,0.723280280791921,0.592024816078809,0.812967091851524
01099,AL,0.74901005908379,0.753016673083193,0.638626206885164,0.838143261536926
01101,AL,0.719248075780782,0.72296118428812,0.60861945593283,0.813026338885427
01103,AL,0.711791018869228,0.715393478385622,0.584549347082193,0.823254829931542
01105,AL,0.764494372955934,0.767716678162547,0.670686301637695,0.85298812459222
01107,AL,0.726867335228994,0.727088377921072,0.625411816689142,0.82392426836822
01109,AL,0.703433837416164,0.706032985952493,0.594224399253168,0.79126410051638
01111,AL,0.730044408671977,0.731041739896925,0.615416181224704,0.829157477178235
01113,AL,0.719195480230887,0.722831048145014,0.609818382524084,0.810373662765324
01115,AL,0.706619988339289,0.713687986218369,0.563880448409998,0.818102903841324
01117,AL,0.692143698662343,0.693394358538004,0.567944620618285,0.798723497227417
01119,AL,0.732938044169431,0.737765923900004,0.619017905167532,0.828045992056685
01121,AL,0.727724250131957,0.729583860629052,0.613207277491242,0.823402372836362
01123,AL,0.740545738663394,0.743140037297982,0.639167290922735,0.83260400793956
01125,AL,0.701910653490879,0.701139289057126,0.590865531887351,0.804882831191277
01127,AL,0.727771790740498,0.731896271626956,0.590524555828373,0.849665924414149
01129,AL,0.725720045485519,0.725539124359234,0.616254464589285,0.815379459532099
01131,AL,0.756707358418167,0.757984763411607,0.648643087005318,0.844406479475006
01133,AL,0.731714122152255,0.734381122173021,0.591092844515815,0.845238199387742
02013,AK,0.61940135564115,0.620866206959394,0.498882318022201,0.729248940549418
02016,AK,0.614632074091341,0.61077606258499,0.494240702712118,0.728062397828626
02020,AK,0.643311590359216,0.647236978034773,0.524451262214282,0.75877528216317
02050,AK,0.667253557279007,0.671622789429469,0.518360589133559,0.799693367531889
02060,AK,0.619408778730891,0.619291450596671,0.497131657637032,0.735841884731937
02063,AK,0.658375697209461,0.661459890372808,0.529998066814732,0.771583384812895
02066,AK,0.667736046760404,0.66812580954586,0.537867134888743,0.786824196365313
02068,AK,0.635070806652095,0.641125721183115,0.473676298175253,0.775058939696502
02070,AK,0.666318935414957,0.670443709557851,0.538959413304996,0.788444950678123
02090,AK,0.649651337089349,0.660477550143226,0.499422703177572,0.766324585576103
02100,AK,0.701735205341298,0.703257403450925,0.559178717307619,0.820040767886274
02105,AK,0.704516504508999,0.708475350116853,0.585312547015032,0.805212808585262
02110,AK,0.654999883970902,0.660184056667472,0.515535827697122,0.768046233578598
02122,AK,0.677029207328722,0.680580908609065,0.531553586583149,0.802563078277126
02130,AK,0.669400134785494,0.673874777294719,0.55301130677848,0.769745780341856
02150,AK,0.64069850228903,0.640141013621646,0.53069954156966,0.742577473861596
02158,AK,0.688728547129169,0.69513237665105,0.536237244805927,0.824965493630922
02164,AK,0.632540787799255,0.638949233142903,0.488191246512321,0.761131197121125
02170,AK,0.657178991830665,0.661895970499598,0.505908347131121,0.788364295109647
02180,AK,0.66652958096947,0.670194824379476,0.498928319084783,0.799650864575023
02185,AK,0.637639833715142,0.644511132234288,0.500895862312399,0.759754805096762
02188,AK,0.65426930674238,0.661259479405898,0.481481181649292,0.79926310044634
02195,AK,0.703631668652689,0.707133692224576,0.595112505289962,0.788499378540822
02198,AK,0.682741823030461,0.686606886478287,0.571489016080443,0.785390827819144
02220,AK,0.65031308240038,0.653762738999728,0.525823686053935,0.760334114747904
02230,AK,0.668183522277745,0.669157608802208,0.538014269458616,0.794277574130276
02240,AK,0.653739848577562,0.660357673839855,0.512595430591039,0.777271146144294
02275,AK,0.702195392231485,0.703878729337314,0.57393864042239,0.807250758011585
02282,AK,0.653721615211742,0.655757178508354,0.549096405746612,0.752250302256845
02290,AK,0.683697639013293,0.685568966873032,0.552893582549988,0.806236327952343
04001,AZ,0.688024652403337,0.692771972491808,0.55867235354335,0.801205513904326
04003,AZ,0.708114968638567,0.711082998259381,0.584730830304935,0.805870106832948
04005,AZ,0.664880044654833,0.669074444455159,0.557574588626977,0.768643400083774
04007,AZ,0.730430965890075,0.733819747929794,0.622856656740197,0.827458757693052
04009,AZ,0.675393186615518,0.680367640560823,0.56372183445266,0.779093764406044
04011,AZ,0.676042315026487,0.678006936124078,0.553952324760226,0.778684492970807
04012,AZ,0.759623098828315,0.766652370839398,0.633348276774347,0.842295088659876
04013,AZ,0.677584898552135,0.680216203701539,0.563120964742735,0.786709556475028
04015,AZ,0.72499178179448,0.730047893831963,0.58781703548564,0.832245961781958
04017,AZ,0.706148370301753,0.708554176946007,0.595748992030855,0.798348604088101
04019,AZ,0.697660770489798,0.701558402575524,0.576895909361622,0.796945737943054
04021,AZ,0.68433173380154,0.680707794495662,0.569187992190732,0.789802728977788
04023,AZ,0.713127422642548,0.718721164416504,0.575805594796965,0.821181048874553
04025,AZ,0.721319051760578,0.723505067684575,0.588694863358304,0.838485811350574
04027,AZ,0.710773469292042,0.718091868910393,0.600460101737606,0.815492819866812
05001,AR,0.732021408143269,0.738751603231796,0.618300152934314,0.821011770612899
05003,AR,0.735547771522409,0.741077957692974,0.623367009586202,0.836596144883095
05005,AR,0.754522761482201,0.761682962802969,0.602364132371971,0.869304134463596
05007,AR,0.676329515450176,0.681069615775229,0.556115376088408,0.789936230901732
05009,AR,0.721673169931766,0.724693910304621,0.578333346772546,0.848460918214273
05011,AR,0.724011121947094,0.724497568690454,0.622978520826894,0.811557293299937
05013,AR,0.738932689069901,0.744582934170511,0.626073456584431,0.83256623896496
05015,AR,0.720661736596809,0.722164108459901,0.60027729302463,0.827193065106344
05017,AR,0.752898166553937,0.755571020906992,0.656163733830723,0.838229952364011
05019,AR,0.69970020895649,0.705579742564551,0.581605000221854,0.800901525723829
05021,AR,0.730994602581178,0.734263457779329,0.592639582577474,0.846786824447156
05023,AR,0.739709540098649,0.745510000271946,0.60059660515346,0.857268539532676
05025,AR,0.717308401391687,0.719404879660762,0.597306522249216,0.833234296231693
05027,AR,0.71189450889702,0.71464596506076,0.59627389065719,0.815079197598701
05029,AR,0.72939816745558,0.735639933343807,0.599043736988103,0.838310185184093
05031,AR,0.703531336136546,0.710338167541879,0.576809402263428,0.814110648634083
05033,AR,0.714597450951985,0.715627698240536,0.588495039830819,0.833076246967547
05035,AR,0.722966379584093,0.727099510012716,0.620947889972925,0.811445139134375
05037,AR,0.735952530259642,0.741587378180595,0.620187517455918,0.83275207425183
05039,AR,0.74270996087881,0.745074835991513,0.641261629816091,0.832750003150387
05041,AR,0.745602133480448,0.748666535966605,0.651743378964075,0.827900825539375
05043,AR,0.716926351625972,0.715659394771536,0.606153933982377,0.804520814063289
05045,AR,0.687078802134414,0.691579115640877,0.545668713710824,0.801046646328584
05047,AR,0.733406638974837,0.73895662715123,0.601843434896433,0.8486481583087
05049,AR,0.739163353249578,0.744774077766563,0.607796348449471,0.853226589247398
05051,AR,0.729133626281976,0.733562655066146,0.598395361240304,0.834741988208601
05053,AR,0.703250307095625,0.705660991359591,0.554597351691847,0.824800710352496
05055,AR,0.710601139942426,0.717190108387813,0.569814206626554,0.837027464332572
05057,AR,0.722998310635296,0.72538024393805,0.619989076172986,0.816801121024487
05059,AR,0.723293962252576,0.725260073579836,0.584434432484399,0.833726062564482
05061,AR,0.727803937779671,0.729296432858972,0.626387299507661,0.824113240927761
05063,AR,0.718909203003589,0.722198092916458,0.587312955617624,0.839054048608847
05065,AR,0.746116168298012,0.74806017992841,0.610193802321111,0.847948621463279
05067,AR,0.730030702050751,0.736798387153673,0.612952733820402,0.828125641303016
05069,AR,0.73201664448268,0.733993086186637,0.626116404898554,0.822929400913627
05071,AR,0.724343771921531,0.726072862072062,0.600319370587122,0.832824385738914
05073,AR,0.757159212869498,0.761244514196028,0.659734480600729,0.8348112274696
05075,AR,0.727725300065429,0.735722805386337,0.588829942588373,0.848827291518476
05077,AR,0.746995709384641,0.747882568100422,0.636485211775853,0.841040223443538
05079,AR,0.702473568802592,0.70377388297675,0.587208031721966,0.808618453982456
05081,AR,0.738416497933438,0.742247875842179,0.629921710778855,0.842640807398947
05083,AR,0.728953285492728,0.733875623483534,0.572544748778359,0.850848729406128
05085,AR,0.69023325013713,0.693434110466987,0.554386616628887,0.81322007978117
05087,AR,0.726437318110447,0.730360158901984,0.604843658516265,0.824246759212922
05089,AR,0.750856285511094,0.751467630287846,0.610194166213489,0.861222576618977
05091,AR,0.721836600409547,0.725137385594397,0.598678977400745,0.818502729368496
05093,AR,0.725903716462866,0.726725862708593,0.616705820012055,0.815360416004069
05095,AR,0.761050046891764,0.766088423411526,0.661222529896632,0.843346168561003
05097,AR,0.743614533926733,0.751614914548898,0.602203942132696,0.853530170223078
05099,AR,0.747388625929654,0.750473940129291,0.645861120983221,0.83427888871089
05101,AR,0.743331597215462,0.748207520098768,0.609665515537764,0.853550766898283
