ethnicity,mean,median,lower,upper
asian,33.6263120203706,33.589681137532,31.6756800605583,35.9025432533254
black,44.2547859080426,44.1804176302502,42.9099996626857,45.7969997313103
hispanic,34.9786659028946,34.9274497661677,33.1009071356149,37.1134632079711
other,39.669749990868,39.6659229400903,38.3402840977565,41.1703724435186
white,42.7464819156652,42.7258089945496,41.876191629183,43.6151573408757
