ethnicity,mean,median,lower,upper
asian,54.940893433826,54.8689148308931,52.6637344362699,57.4543200154972
black,68.9419235356859,68.9533009490486,67.6337853087064,70.2934305541925
hispanic,58.0533178057787,58.0398763259457,55.7612096579774,60.3283733872245
other,63.9115381271288,63.9149946242082,62.523543117549,65.1618225600511
white,67.5364669360984,67.5525036033997,66.7550512796839,68.3861708543025
