ethnicity,mean,median,lower,upper
asian,31.9237773105054,31.8824555077102,29.983975428619,33.9644153605243
black,43.2980358216057,43.3049990214675,41.9908333366216,44.7091054144043
hispanic,32.9276683442748,32.9020220333498,31.0643741785139,35.0632456096804
other,34.804293559564,34.8146515145351,33.602066823957,36.0283746083421
white,40.5252555991337,40.5150872781727,39.7910650343504,41.3555382371156
