age_group,mean,median,lower,upper
18-19,0.399398881761475,0.3990878185826,0.378000306239428,0.421406910934765
20-44,0.248282829985527,0.248598929779934,0.236045201344372,0.258361032584597
45-64,0.271649554087472,0.271252321957065,0.261437736525533,0.282195226953123
65plus,0.400108178953006,0.40041995613421,0.387579860298879,0.4124664948607
