age_group,gender,mean,median,lower,upper
18-19,female,25.8324402222577,25.8677684789461,24.4889727822807,27.2243548721121
18-19,male,29.3997961299601,29.36203844837,28.0320674340138,30.8399449760116
20-44,female,38.4383266389621,38.406739864768,36.919227724367,40.1072640612662
20-44,male,42.7433547321225,42.7518227640032,41.1319058486152,44.1925070858849
45-64,female,57.135923384457,57.1758366363036,55.5461158544442,58.7744234680341
45-64,male,61.4107287585076,61.4351162092647,59.8611404370135,62.8432827992757
65plus,female,62.6759854960955,62.6301965503473,61.0515504462976,64.4058308640888
65plus,male,66.6878776348027,66.6859351464421,65.1154089617609,68.2586338627533
