age_group,mean,median,lower,upper
18-19,40.9677437011567,40.9629451810391,39.2786145825252,42.6113975582938
20-44,59.2271749672269,59.2350207872222,58.0760312929923,60.377952940536
45-64,76.2022652418294,76.2044212681874,75.1057919512947,77.1712277778132
65plus,78.1754839045085,78.1888067353209,77.0629497221106,79.2652046087068
