ethnicity,mean,median,lower,upper
asian,0.617453467404042,0.617519056072398,0.586723595852351,0.646882966324246
black,0.488003139849479,0.487843121361214,0.470950060236121,0.504391705489337
hispanic,0.595698636544426,0.596129191410918,0.568217987164182,0.620338185719
other,0.528546178055609,0.529039615030072,0.510499350089056,0.5457017584162
white,0.545017329065605,0.544958548180753,0.53455495786094,0.554826323748974
