age_group,mean,median,lower,upper
18-19,13.5721432266976,13.5520118164319,12.4722071473397,14.7519502516002
20-44,25.2972607364604,25.2934050793168,24.3335351321821,26.1818283143655
45-64,47.2994405112164,47.2613335681348,46.0801038439091,48.5692606296323
65plus,58.9813983109839,58.9802473169331,57.6942293843872,60.3274554433573
