age_group,mean,median,lower,upper
18-19,0.441306354708341,0.441644957558805,0.401328132507748,0.485337549796006
20-44,0.257088268731552,0.256659136040769,0.244540565142501,0.270645272188913
45-64,0.272365329878204,0.27205317009302,0.260329395597836,0.284021122771236
65plus,0.37576281827144,0.375906497024466,0.359428557724244,0.39100019766298
