ethnicity,mean,median,lower,upper
asian,0.598571688540743,0.59868962169055,0.576062238512473,0.619042073111296
black,0.625542291855805,0.625349269470436,0.612141700740973,0.639972608683016
hispanic,0.592938722094684,0.59238211444078,0.574524546696619,0.613413789563873
other,0.59750645039949,0.597178240055225,0.583772380893054,0.612591736348313
white,0.621940361871928,0.621860513244096,0.614488480248972,0.6292213841569
