ethnicity,mean,median,lower,upper
asian,33.2603771371307,33.2648734929951,31.3402981821255,35.4976064968404
black,44.2354731824105,44.2390877309022,42.9173581869141,45.5774352569402
hispanic,34.7845811099617,34.7292568877751,32.8569705646118,36.7744800769042
other,38.5262008749598,38.5496841966757,37.26567826237,39.7352602727243
white,42.5309471759465,42.5458975122655,41.7444766979914,43.3006763989153
