state,mean,median,lower,upper
AL,0.295774997751781,0.2961534204213,0.268590801923154,0.322701559617381
AK,0.29828658441051,0.296471136392433,0.249840361003605,0.354480886471797
AZ,0.315756640294552,0.315286177044197,0.24598528329439,0.3928251495765
AR,0.297233659115798,0.2968059522193,0.267959365633888,0.325091902840412
CA,0.321120003813283,0.320235074189014,0.291429723809886,0.352414024347969
CO,0.28703973135776,0.285735092130006,0.246018175275073,0.329906878673164
CT,0.316754862197091,0.317442011917618,0.269878993724772,0.371278545187135
DE,0.303184059849406,0.299513060632465,0.231758082217306,0.379775193838877
DC,0.304004916893721,0.304429069481513,0.204907234664985,0.412482101273195
FL,0.331101882331508,0.330928168240629,0.304279218934143,0.358756333965892
GA,0.292881693832446,0.292253511980373,0.274864328689476,0.315368220053562
HI,0.337507393227609,0.338560238719418,0.264710927583428,0.417914202642277
ID,0.281398222096892,0.280792883965027,0.235604355353734,0.334286562209072
IL,0.28814833978998,0.287526024096217,0.249571329417811,0.3314852724764
IN,0.302345591642161,0.303000884007226,0.275310714827272,0.329220834521324
IA,0.280940682971761,0.281223904617142,0.250995330844645,0.311485818244453
KS,0.290922162956445,0.290119609881015,0.251150025390336,0.335288933140454
KY,0.322272637109989,0.321417056248741,0.294317722863001,0.35496237980065
LA,0.308390087507347,0.308838953082918,0.281643547126,0.335167834783289
ME,0.302793566393554,0.30282360729042,0.251079234389266,0.360459527973199
MD,0.316416230753496,0.316034614536251,0.281534431838588,0.35378502291512
MA,0.321697442594942,0.320468265221582,0.275970485913918,0.369975200401899
MI,0.295393639610514,0.295195946497044,0.266240753410556,0.329435292103228
MN,0.279703912544307,0.279048017091983,0.244715649316572,0.318562622065786
MS,0.280710677317259,0.280706290341794,0.259403677143848,0.305874597023064
MO,0.271110158915752,0.270274142742329,0.243011270423085,0.302036200450286
MT,0.282485090834616,0.281499469431604,0.240491263306262,0.324433906656386
NE,0.292819324831059,0.29110396273588,0.25166920796058,0.345694468890753
NV,0.30434007133925,0.303774693785711,0.235898425556663,0.374402332785874
NH,0.304804818863626,0.301831136584525,0.241090133115586,0.384135096134935
NJ,0.333265894857901,0.333172010837553,0.299982723637263,0.365660998217534
NM,0.323331291242419,0.322040084818116,0.281918476899302,0.366255626131115
NY,0.321335487636554,0.3211487039239,0.293758604430494,0.351838194854381
NC,0.301516463523315,0.301030738783425,0.277962806589965,0.32342482261311
ND,0.292672047007132,0.292014603164477,0.247194193154816,0.340143392371429
OH,0.296511584244596,0.29576539912345,0.271748847602762,0.327676302360123
OK,0.283422359014728,0.283293376766666,0.250562158010418,0.317442132610405
OR,0.288345436257781,0.287993544145088,0.246498030947873,0.330756807766401
PA,0.323278335280461,0.322424826670599,0.293839809601773,0.358040303194656
RI,0.32766066949553,0.326136718363531,0.248201693829881,0.421830676803673
SC,0.287923873802458,0.287510231516404,0.260233596531904,0.318881575054371
SD,0.287664214350819,0.286273818767318,0.244777863849578,0.33129982162314
TN,0.316427214080231,0.316499383308197,0.287367784407192,0.346789879383403
TX,0.305099211401716,0.304374134089078,0.283297990497035,0.330497706993868
UT,0.292642253769741,0.291395924685827,0.237824016191162,0.355694364051132
VT,0.313791242288173,0.313747576743867,0.260614073357883,0.368370678959204
VA,0.30148855251073,0.301385510334424,0.278556232941387,0.324515154303875
WA,0.273774778063157,0.273497228318194,0.233722411067649,0.315428319111454
WV,0.314645608574216,0.314948730405262,0.276730433295317,0.348857760126772
WI,0.289859411031237,0.289710357624432,0.258234145818057,0.323908903978935
WY,0.287605662110319,0.287656785577914,0.24312574429707,0.331028212474121
