age_group,mean,median,lower,upper
18-19,0.529215649609337,0.529235918274483,0.513634884614903,0.545693492519674
20-44,0.514972468690575,0.514807189908095,0.503617919195616,0.52606522976459
45-64,0.642479440436524,0.642621106301567,0.632021385572165,0.651940946647878
65plus,0.776517845408052,0.776454932500484,0.767534505171792,0.78523665817453
