age_group,mean,median,lower,upper
18-19,41.8987356108177,41.8710032409447,40.2655578088256,43.6999553319607
20-44,58.8916883156815,58.8914623806909,57.6977385652368,60.1749458404936
45-64,74.1591375197713,74.1331963701386,73.1182505514667,75.2305537861875
65plus,73.2448735702372,73.2259413703899,72.0374151720878,74.4292601415995
