age_group,mean,median,lower,upper
18-19,0.670866206497694,0.670773504525624,0.64282845329269,0.697522420393546
20-44,0.5238171772766,0.524171408592407,0.510046137664515,0.536581487170541
45-64,0.506953951203392,0.506681216405241,0.494352299768452,0.519979744909655
65plus,0.6149515291595,0.61505179626319,0.600551627811274,0.629251426591316
