ethnicity,mean,median,lower,upper
asian,41.3818953222733,41.3381598179128,39.2620654000025,43.8035307938052
black,55.822517637657,55.8497416804887,54.3775626134297,57.286993200256
hispanic,43.7934333742356,43.7394630785167,41.724838575583,45.9962171076226
other,49.7280478970112,49.7158996659667,48.3516523831685,51.0349364776077
white,53.4355669043954,53.4483520457376,52.5703570256074,54.291579151181
