ethnicity,mean,median,lower,upper
asian,0.360146994365122,0.360180690436192,0.335254898411964,0.384434559597038
black,0.251073927621786,0.251356002265525,0.238209881577904,0.263144198675949
hispanic,0.328948563655266,0.328653227777142,0.307655093628438,0.350579361914325
other,0.306145964144831,0.306289262636138,0.294645792703148,0.318723647462074
white,0.309135775569271,0.309322061935078,0.300639889273318,0.318092204212235
