age_group,mean,median,lower,upper
18-19,19.5860702367694,19.5828011852752,18.439713608061,20.7078926793133
20-44,28.5509126061684,28.5479067585305,27.6268025306982,29.5250652448855
45-64,47.4102618160058,47.3727116952341,46.273009824211,48.6622777748866
65plus,57.7864487993317,57.7799801403034,56.613526184173,59.0238762520404
