age_group,gender,mean,median,lower,upper
18-19,female,19.0643380338776,19.0590322131534,17.7048806562637,20.4465966607586
18-19,male,20.0849942035795,20.029238045286,18.8640121380345,21.5775634279032
20-44,female,27.8308925628508,27.8477392451814,26.5384997614672,29.0692722229839
20-44,male,29.2445826186256,29.2703278678915,28.0227683704284,30.6160614167513
45-64,female,46.6204239500557,46.6323234895018,44.9638651830269,48.3411209171372
45-64,male,48.2118950479398,48.2062993346325,46.6667252910795,49.8083294799262
65plus,female,57.0378448604317,57.019008800251,55.4282975369577,58.63001630203
65plus,male,58.7111530853948,58.7298215385951,57.1424641726582,60.1729042521603
