ethnicity,mean,median,lower,upper
asian,0.716815158810956,0.716888620742713,0.691080707405472,0.741874344317934
black,0.713863134804913,0.714013961769781,0.699815883314508,0.727774324397015
hispanic,0.709674646818816,0.710456951947144,0.687346985870206,0.729902889946473
other,0.698436148365464,0.69836174812827,0.684997083810795,0.714648487682673
white,0.721099529471697,0.721272549348628,0.712618542620888,0.729026068802414
