ethnicity,mean,median,lower,upper
asian,32.7003371512249,32.7013474220174,30.7903954958518,34.8342778219216
black,44.457312400247,44.4861851988393,42.9948932227904,45.7579394097011
hispanic,33.3629827817492,33.350173097855,31.4374095108485,35.3563287250333
other,34.5601200562535,34.5552880627358,33.3030189318312,35.7816402241583
white,40.59143189147,40.5759047295651,39.7199247288254,41.4560334350228
