age_group,mean,median,lower,upper
18-19,0.372432978188617,0.372734994779875,0.356808571454953,0.387678678259771
20-44,0.403369290143999,0.403181517840074,0.39083568465971,0.414010790470773
45-64,0.579483264466797,0.579371217579621,0.566802697058114,0.591335520170111
65plus,0.715940563797589,0.716234579018272,0.705155869165215,0.726089546715033
