ethnicity,mean,median,lower,upper
asian,43.2197338591132,43.1526855623658,40.9244499997347,45.6033824083222
black,58.431752508204,58.4425102396374,56.9351821129591,59.8443967018427
hispanic,45.579966513095,45.5796178543216,43.3147722295074,47.8442652683251
other,48.3411732286641,48.3382123608937,46.8877317403485,49.7000554416635
white,53.3431756457524,53.3554651066469,52.4261742946196,54.264038155704
