state,mean,median,lower,upper
AL,0.305580691543756,0.305224061972277,0.273545647520593,0.336318954888008
AK,0.288171713257991,0.286281472446602,0.235466808244298,0.350669753951768
AZ,0.296030812331601,0.294219612274105,0.225478531712373,0.374703288018309
AR,0.293152262741304,0.292561751773517,0.263705486594783,0.32602743012844
CA,0.316423001795117,0.315775042532752,0.281401587181923,0.353227231958506
CO,0.287973109615771,0.285937372034035,0.250784810110625,0.331939075694319
CT,0.333164359128302,0.33212388378021,0.276116292787189,0.390779598501434
DE,0.30260251737042,0.300870381642756,0.233237279945487,0.382186426723208
DC,0.275671567039164,0.272475088060072,0.188011431236396,0.37722537135126
FL,0.339443765737289,0.339326105608473,0.308768259452664,0.370509421902833
GA,0.273394679941912,0.273723699147747,0.249979986348517,0.297120019443592
HI,0.335394180987691,0.333191294726004,0.25992638312834,0.419332593603422
ID,0.286850112516963,0.287047379344428,0.23665676236988,0.337503779885946
IL,0.261855443864054,0.261732201547797,0.217856374093269,0.306689880561699
IN,0.287502722388181,0.286643532630643,0.257016066410702,0.321567249732502
IA,0.273282550347572,0.272955421315569,0.239109103218008,0.312702079402615
KS,0.284634044003717,0.283804727747137,0.242406420338915,0.328677449709749
KY,0.314702359792564,0.314324020320611,0.281620239700554,0.349729515141
LA,0.290474182839841,0.290439484722048,0.26251563466776,0.318739627927977
ME,0.333882306990376,0.334427103581261,0.268553659285411,0.406519964423673
MD,0.305851783597818,0.305103683862478,0.266012980918796,0.349168217034299
MA,0.341562896810034,0.343174180660596,0.293212960031005,0.387409292007148
MI,0.278377369600853,0.27737671969405,0.244272859067655,0.318965635543421
MN,0.266573205625164,0.266372575003095,0.227022689100171,0.308672985966634
MS,0.289687884347831,0.289746977807822,0.25951579586498,0.322659216102609
MO,0.259652741464498,0.259449015205806,0.224865844510143,0.290070233496974
MT,0.28880596452239,0.288965116176251,0.240139450526835,0.33687669941139
NE,0.270809049015785,0.26761304545384,0.230496794051331,0.320991507279961
NV,0.280223178789374,0.277633189961695,0.210594493813559,0.357219881549855
NH,0.345904269583972,0.343789374732956,0.278343254418868,0.422831921480421
NJ,0.341114911112986,0.340772587080525,0.301449480409586,0.379613118715158
NM,0.314941664471834,0.315157710947931,0.267753791578592,0.364401549568622
NY,0.348420244147006,0.3468114212382,0.309571034871848,0.389980506131135
NC,0.29743828097506,0.297548467423047,0.270905151242058,0.326447823356483
ND,0.274778738938726,0.274256177210157,0.225742689775676,0.326460318426554
OH,0.28811807891612,0.287284149253217,0.257120999285922,0.320714735476117
OK,0.293321209942349,0.293002604346987,0.25526707895107,0.333660389740406
OR,0.277836346519481,0.277000624658477,0.236166530505797,0.322977552815208
PA,0.338468923120998,0.338377930105496,0.296234270639553,0.378893875841454
RI,0.345782972575875,0.344889459816941,0.257777107182894,0.428471540493174
SC,0.282308819503938,0.283037663739728,0.246697240021854,0.317855483418912
SD,0.2746580408473,0.274378254487397,0.229706623172332,0.322167090331163
TN,0.30808404593547,0.307235652667289,0.282232506394276,0.340322079856111
TX,0.298383615396914,0.297500415436684,0.272508516093729,0.326096638145097
UT,0.278862543647614,0.277264598262657,0.223273365009042,0.339636980037648
VT,0.338021045465809,0.337837849727236,0.281290485758456,0.398218892137368
VA,0.298653602134234,0.298550651751236,0.271403186421893,0.328103080822159
WA,0.264741923510703,0.264659621956605,0.222455485705781,0.307467116528877
WV,0.312027918742981,0.311639438215606,0.273908982204814,0.349870417944893
WI,0.278310787958661,0.277784506114932,0.246566161442253,0.313030243030978
WY,0.280346432532508,0.280411044024751,0.233187996809473,0.328316670254234
