ethnicity,mean,median,lower,upper
asian,56.3299433936084,56.3346856874986,54.1287727811183,58.7322902666853
black,69.7883389275094,69.7921899742089,68.3159379030503,71.1888574682609
hispanic,59.1900637681933,59.1834577380421,56.9434259478025,61.4387655102663
other,66.3114910289675,66.3368569193865,64.7736520800709,67.8327889169798
white,68.4708680952308,68.4679279771626,67.6183337454925,69.3176638248418
