FIPS,state,mean,median,lower,upper
01001,AL,42.9871305936433,43.0277180132303,31.1132458722227,54.6188573308602
01003,AL,42.7168757313381,42.3988972623494,29.0622406249871,57.1677454626103
01005,AL,48.1450383339867,48.2678191242159,37.6758916850353,58.9089207897041
01007,AL,46.5910924263431,46.8039071190032,34.4962880229713,58.4134111491848
01009,AL,44.0492101511622,43.9512768073139,29.7273002212174,59.5210712617117
01011,AL,48.495104737406,48.5775204317522,36.5993802706957,59.3752842041917
01013,AL,48.7106911733616,48.7699247047149,37.4673040834342,60.3899718471582
01015,AL,44.4662182533257,44.2050415740319,33.1299420753086,55.0578905093877
01017,AL,47.2941062356548,47.5475350440758,34.50753870131,58.2561268313341
01019,AL,47.091553498839,47.0050613759149,32.7610337405096,62.2201217724656
01021,AL,43.5277344989129,43.5101120326039,31.0905595329751,56.5418721780016
01023,AL,49.4982737063083,49.7363148319477,39.0419364773618,59.8142066322929
01025,AL,48.6550000224704,48.4838373771211,36.9438615541831,59.2647880713276
01027,AL,46.5216520084129,46.4936389634626,32.5783911798936,59.483735881081
01029,AL,44.2010716857138,44.1258717258347,31.30395058385,58.8014302527548
01031,AL,43.2265200121968,43.5423846378996,31.030895553735,55.0365271283692
01033,AL,45.7104451524897,45.9578702188738,33.3251148102596,58.8896003860643
01035,AL,49.489424295375,49.4064614412683,39.1484484864124,60.2773813994276
01037,AL,49.646031966465,49.8440862880659,37.5418460802449,60.9785519016508
01039,AL,46.2236561441009,46.6199927186194,33.0171750035069,59.5054948997463
01041,AL,47.6627777735806,47.8569313380789,36.2339782006546,58.969271594943
01043,AL,44.2554545550997,44.4516276505382,28.8731256955394,60.1577251652514
01045,AL,44.6252299731385,45.0096280740236,32.569565925993,55.6991093264777
01047,AL,48.717127059925,48.3300607381083,38.156883740678,61.1964996263814
01049,AL,42.5824552510738,42.4956165526809,30.2332250138514,54.4644978599297
01051,AL,42.048323313363,41.981033701557,30.8109094962849,54.6281836187063
01053,AL,44.7548154818498,44.6449061549325,34.1616205923522,56.2162657964108
01055,AL,45.12676570991,45.0089372603034,31.6126037685912,58.4690039480326
01057,AL,46.1638246627543,46.3725928662816,33.4517756538218,59.8233993265236
01059,AL,44.2496010004963,44.2121643394628,31.6474079293179,55.9389783759697
01061,AL,45.144693115265,44.9620435854466,32.9402442101768,59.102314314885
01063,AL,51.7446339392819,51.4170449045489,39.8491184197913,64.1689374188427
01065,AL,50.2344726633659,50.2856624105637,38.9248074571556,60.5694683911957
01067,AL,46.7421360290674,46.915653686514,34.4801151456445,58.8648548070414
01069,AL,43.914340557527,44.0176339261843,33.4948858988601,54.8863294685392
01071,AL,45.3281713441709,45.0160635555796,31.3827003086855,59.0326831172513
01073,AL,43.9645175705365,43.9827473000801,33.1422912493704,54.5899231929867
01075,AL,47.312418966775,47.2173190458816,33.3200050075034,60.5989780079045
01077,AL,44.0063507626631,43.4818671393141,31.9615592821316,57.3478658446529
01079,AL,45.4387996183081,45.3560644158616,33.9664742083016,58.6731941253863
01081,AL,38.5009800299746,37.875070436544,29.0594022065234,50.5325571468901
01083,AL,43.9878381005443,43.7973488109528,31.3909640816756,56.4086915472119
01085,AL,50.4122527950794,50.2847209890853,39.0301707677077,62.596514075171
01087,AL,47.6494284072685,47.5901444360972,36.3384680153981,59.2028841680766
01089,AL,41.6745462925358,41.7147765513758,30.0969372468251,52.7203037271683
01091,AL,48.1827722663521,48.2625758815529,36.9255750912981,58.1214533210008
01093,AL,45.7413320570686,45.7315214896187,30.6675977924804,59.7143747831659
01095,AL,42.7729118694001,42.7726028709319,29.649381295156,56.2389884926948
01097,AL,43.5685319647716,43.3834776482836,32.9765237327637,56.1928968262447
01099,AL,48.9519991868381,48.6875256009517,38.3477588245487,60.5588506687287
01101,AL,45.30819908232,45.3984536858113,34.4412615799885,56.2930015047683
01103,AL,43.5030478992596,43.5014058387377,31.8983524605593,55.4902518832329
01105,AL,50.3147795248597,50.1293608027474,39.815373730144,60.3329654589786
01107,AL,46.6919435039234,46.948950809087,35.9605456622705,57.1368165050252
01109,AL,40.9104907250132,40.743167868561,31.1937794459298,50.8619361807623
01111,AL,46.9643381930015,46.9109182523272,34.016822921533,59.795634872707
01113,AL,45.333455206993,45.2667913693985,35.0691773264781,55.5052316938238
01115,AL,42.7976924770621,42.8509013458396,29.1969167036153,56.4498551908815
01117,AL,40.5179793461717,40.2427903522027,28.880564032492,53.8182867644451
01119,AL,46.3744576521847,46.1932414036871,35.0022089733922,58.3332805437001
01121,AL,47.5864688088645,47.7714472053198,35.8738991176923,58.0906575432018
01123,AL,47.7014651224587,47.6292788880368,36.367908566502,59.8816024279657
01125,AL,41.3246291150143,41.0132216213117,31.5415676202016,53.1518807885495
01127,AL,45.6057668316485,45.7931042923409,32.5697606861788,59.8556488935159
01129,AL,46.1184617098485,46.0045277605579,36.0767215950555,57.0424708426522
