age_group,mean,median,lower,upper
18-19,24.3710485489772,24.3912273748115,23.4786745417177,25.3447382416748
20-44,37.9487584884752,37.9445178901283,36.9356943422197,39.0929539524148
45-64,58.844144851822,58.8512517138305,57.7177929178092,60.0791456063098
65plus,65.6812622359551,65.6952584629211,64.593995199249,66.7413268624806
