ethnicity,mean,median,lower,upper
asian,55.239682501686,55.2935035161261,52.8164903708667,57.6214226967203
black,69.2757107226584,69.268306768651,68.0983857172424,70.599502648227
hispanic,58.5146748572831,58.4639093893757,56.1666200501817,60.8115937486274
other,61.8950243982012,61.9641157832058,60.6303711445238,63.0895626473573
white,66.9810197134856,66.9829321044349,66.2131719476184,67.7937208971627
