state,mean,median,lower,upper
AL,0.796066378915298,0.796216167938464,0.779770735203949,0.813712978343787
AK,0.775823618251267,0.776788279601172,0.74278867423184,0.811925421783617
AZ,0.7923213701377,0.79269907072738,0.744701433619616,0.832358613842688
AR,0.808190307537006,0.80821499891855,0.791124731029261,0.823923978113697
CA,0.780749693750668,0.780845524247914,0.759474981931963,0.802075344909042
CO,0.777031263258359,0.777811398643122,0.752823361826191,0.801547948057964
CT,0.802593106787515,0.803543763167226,0.765773593572559,0.831146649796905
DE,0.813427861006819,0.815426657332013,0.768818213940331,0.849827541875195
DC,0.79921854507991,0.802189901590188,0.731257596440823,0.863436043634888
FL,0.823168602033809,0.82352405056168,0.808326690216846,0.837067288179881
GA,0.786764473642338,0.786693512565605,0.771923121886884,0.800745151588515
HI,0.791025408326018,0.790309187017418,0.74117412723794,0.834408179581083
ID,0.780840482486556,0.781253390058673,0.746801912632634,0.811084923962284
IL,0.785493196607584,0.785640225835395,0.758350645051921,0.814282737813391
IN,0.786803537884297,0.786590520300603,0.769122604343396,0.8041387245042
IA,0.775846163006672,0.776472232202203,0.753283776089285,0.79526506790025
KS,0.778165657999267,0.778296906247897,0.75193023036093,0.802836606987182
KY,0.801366572332269,0.801404928972068,0.784757933072682,0.818413062225387
LA,0.80118521145319,0.801259398598619,0.785222091598233,0.818124713241308
ME,0.797970708006661,0.797354930988903,0.764788665135468,0.834772416897591
MD,0.809310909913103,0.810037401159188,0.786576462307457,0.830912711983472
MA,0.798211078863921,0.798190718827935,0.768730244685828,0.823571310349225
MI,0.792011467797282,0.792438184603447,0.770773473553472,0.810979548101764
MN,0.768530027041863,0.768722991560281,0.745148037548913,0.793653934656622
MS,0.80081603307525,0.801277278782916,0.785719972595008,0.815657112744907
MO,0.778885093142431,0.77901722471301,0.757357573006876,0.799563813038591
MT,0.785675092209959,0.786256734803699,0.756457664107197,0.814157050934056
NE,0.775285339111532,0.77455329841245,0.742638848479823,0.807121171585221
NV,0.781065271969167,0.782031648002194,0.734571684788479,0.826503332873304
NH,0.798360875282408,0.798257983002832,0.759026573619621,0.830993843493449
NJ,0.808574233029468,0.808910843465099,0.789572544294267,0.826913575916549
NM,0.788127882269226,0.788522989447525,0.759109816985111,0.814169339470533
NY,0.80166330389107,0.801686477000297,0.783659818540951,0.819332308390679
NC,0.798400804576686,0.798345705774747,0.78379892128759,0.812922457968481
ND,0.775505000377478,0.77593754600802,0.741106460834919,0.810810650889826
OH,0.785350517325928,0.785309391249821,0.767285503166955,0.803230900804545
OK,0.799973869487914,0.800052425713411,0.777799745412915,0.820652431873069
OR,0.764399166484864,0.764669174150644,0.736120816028055,0.793762994579501
PA,0.795921508868217,0.795746956207615,0.773654988977248,0.814408571778569
RI,0.80227134213587,0.803722003997816,0.752309509591585,0.84443421705587
SC,0.796037704898096,0.796005156419948,0.778927977498684,0.814696191042648
SD,0.782713374939437,0.782628003692264,0.754422501065342,0.811466652259658
TN,0.803200957799558,0.802892724363281,0.785811221666155,0.820122376591917
TX,0.789341663715192,0.789801201114344,0.773837178476509,0.804471561811519
UT,0.776192114795765,0.775968072550464,0.736484016660645,0.815180168549025
VT,0.805010115395769,0.804750245104465,0.767652109292216,0.836055275608377
VA,0.795468460416902,0.795169794337066,0.782651686404738,0.809607680612873
WA,0.775718271739583,0.775296323771187,0.748943450480567,0.80420012950011
WV,0.81608221303886,0.816100576074788,0.795986011775162,0.835094426216093
WI,0.761865351015385,0.762714664508082,0.73468480081809,0.782581086724539
WY,0.774156196551877,0.774889224853712,0.744841500217324,0.799935828189466
