FIPS,state,mean,median,lower,upper
01001,AL,0.5491264224742,0.554833543143888,0.428510937969001,0.672338607928433
01003,AL,0.563130294329841,0.565197575832247,0.406592111867971,0.707489173352022
01005,AL,0.608223383534542,0.608884690792613,0.495991399953878,0.713289454858998
01007,AL,0.588282839926104,0.584941377991124,0.470922716941265,0.711513613121596
01009,AL,0.572810953513629,0.574102560723427,0.429875290312916,0.714769965910974
01011,AL,0.60864740468591,0.61141853198873,0.498600859362043,0.725107967332499
01013,AL,0.59443029392217,0.591961405569427,0.478703957657341,0.698032670936927
01015,AL,0.576572589259576,0.579781562522126,0.455258896029368,0.696832990988933
01017,AL,0.6038192933142,0.602336561033629,0.484720625213301,0.726311659689683
01019,AL,0.597289293831318,0.601374642576452,0.450902938395568,0.745884862301071
01021,AL,0.563304392929752,0.564932664648141,0.42889600484241,0.691689993674214
01023,AL,0.622963256445693,0.628293237956051,0.509981853573031,0.724320702616955
01025,AL,0.614138607967725,0.61292682116798,0.510034601677876,0.711568600177226
01027,AL,0.592966874114603,0.592960830107206,0.471021637579341,0.710930742268292
01029,AL,0.57868584428995,0.577156374684672,0.440672871537006,0.720806266499259
01031,AL,0.562214363340165,0.563827366578041,0.438833326630662,0.680703010253546
01033,AL,0.58608543006409,0.58870865130161,0.456922590571507,0.717501183039902
01035,AL,0.605153008058418,0.608220998628438,0.486493491995307,0.710066486591611
01037,AL,0.613670123118809,0.613638328945796,0.497719873029834,0.728250587996051
01039,AL,0.580028920130013,0.580827016325024,0.440536165100921,0.715479318875321
01041,AL,0.599763786980318,0.603696629836105,0.470129830171248,0.722886693655686
01043,AL,0.561266330531719,0.560403311277885,0.420418650821213,0.709901130720999
01045,AL,0.570092078699109,0.572273611349398,0.45022416605026,0.691060406493234
01047,AL,0.6220179792863,0.625259435864645,0.485049931657649,0.741567243744464
01049,AL,0.566284468929559,0.565969101318349,0.431467243882638,0.703926624446426
01051,AL,0.556598650633661,0.555571098205863,0.424001264562367,0.684536271433317
01053,AL,0.586016003173943,0.586124830655982,0.480513963865428,0.695741586043419
01055,AL,0.583718311944376,0.584543253214809,0.450924232747833,0.712666382746421
01057,AL,0.592913231757754,0.591517026893585,0.45484384421705,0.727425355364525
01059,AL,0.574713196447457,0.580272496186983,0.414255244946227,0.704926801351018
01061,AL,0.583585446548405,0.586263607407199,0.434142315936616,0.722638817006919
01063,AL,0.629157835882193,0.633757587371925,0.500216310139479,0.750262583981372
01065,AL,0.631444892251906,0.630095540809665,0.527320358354322,0.734621203989599
01067,AL,0.599517890259344,0.601317035242112,0.489458242727125,0.715033870424988
01069,AL,0.570648531300039,0.573415304187016,0.460628133424766,0.687150059370538
01071,AL,0.586155284419587,0.592354354290543,0.430779844870625,0.730869352883943
01073,AL,0.552522797783913,0.555064728747517,0.445548273625113,0.657704175851243
01075,AL,0.594155688909782,0.594683799759508,0.465933849855765,0.715403132356915
01077,AL,0.56695238095733,0.569177348915755,0.423169457660536,0.69339356633653
01079,AL,0.58240140937154,0.582589638033065,0.457224344043878,0.708114224505768
01081,AL,0.53079409444638,0.529462150201604,0.419005399983211,0.652958242840861
01083,AL,0.555998375672312,0.553273285082445,0.422888379070883,0.682079771193483
01085,AL,0.62411995199805,0.625794323272084,0.512721910753984,0.731705901871439
01087,AL,0.615573594102118,0.616312579210849,0.50161548313023,0.733388283527398
01089,AL,0.544622384565494,0.545827182211501,0.422135542888961,0.666138688096473
01091,AL,0.593597717644047,0.592060886133403,0.489266448174521,0.705779392073849
01093,AL,0.59198212136216,0.597105158494567,0.436772112261583,0.727146209490887
01095,AL,0.549260827625825,0.546943063935838,0.421707762981347,0.68949444113631
01097,AL,0.568636468246719,0.566553604102328,0.469452578070286,0.683863607162352
01099,AL,0.615140481102318,0.617286240289985,0.506379963884432,0.717097547371347
01101,AL,0.576805218622153,0.575885579501637,0.45859261507754,0.685672863970483
