age_group,gender,mean,median,lower,upper
18-19,female,15.2751300540002,15.2584760402222,14.3184205988638,16.2881116669609
18-19,male,16.213381318591,16.1986950255327,15.3003180945186,17.2621132473328
20-44,female,24.9042495213414,24.8895978313546,23.7307394695262,26.1494843054733
20-44,male,26.2503524523246,26.2426303161848,24.9595988155019,27.515024359713
45-64,female,45.8181089124587,45.847327714879,44.3853344834336,47.3695248101102
45-64,male,47.5435804880424,47.5716307057268,46.0918922805437,49.0873204290798
65plus,female,56.7732988796539,56.7815474808944,55.0834910450384,58.3093633141341
65plus,male,58.6890674360909,58.6453297595668,57.2250385748523,60.3874360846935
