ethnicity,mean,median,lower,upper
asian,40.4276681335208,40.4767567150162,38.141183776724,42.6553278309431
black,55.1847332321757,55.1804408630347,53.5717058733415,56.5730619443724
hispanic,42.9224774833346,42.8897818158393,40.7675935417332,45.05029283298
other,48.3171465183744,48.2718696153045,47.0437853335396,49.6481641609464
white,52.5662745853776,52.542118538903,51.5522344141931,53.4468136851141
