state,mean,median,lower,upper
AL,43.6373984019694,43.713710837229,41.208985644613,46.2328087911497
AK,35.5203425505285,35.4971506239826,29.9898940824903,40.7965852972901
AZ,37.1769601997678,37.0953821559559,31.2408452816452,43.3453338081294
AR,43.2842661932613,43.271210571543,40.5756421743058,45.9992142729513
CA,36.067779034925,36.0631784568745,33.2325712100054,38.9415104330792
CO,34.901527797299,34.8650757690035,31.62485249703,38.2820991232472
CT,39.4137929167617,39.4969122445073,34.9717848303454,44.0011445273965
DE,41.5825077790405,41.5717181655512,34.4192284695529,48.6093391843188
DC,35.7369383188698,35.2637168173515,26.0361885469707,46.5284162071773
FL,39.4275937501353,39.4382011485047,37.1984659101253,41.663316303158
GA,39.1102907899519,39.1048222374412,37.2643092905079,41.0704833360294
HI,38.3442607128533,38.2633532199574,31.8679893805147,45.1032624182768
ID,37.0730157461149,37.021966088614,32.6183449058502,42.292567742632
IL,38.5326996493444,38.4126911909768,34.5079019995303,42.7580502104636
IN,40.9444164015331,40.8828545348501,38.4711839330891,43.5859980270296
IA,38.240680302215,38.1981669267419,35.3006681323102,41.0649450865634
KS,39.029579600681,39.068768805042,35.4826025616691,42.9548557605156
KY,43.3454993646727,43.3347724279407,40.8593748082862,46.1693681512416
LA,43.3330347519097,43.2884198481001,41.0339117522226,45.9362475417743
ME,39.7040223456742,39.7855724248248,34.8693963009524,44.2383009650501
MD,39.9920072502463,40.0161230448508,36.5077657103342,43.3703157718038
MA,37.9362202958131,37.9900593139267,33.7664771876805,41.8828722302305
MI,39.6049445899565,39.5207608511685,36.6457152413097,42.529666843786
MN,37.1459676141116,37.11790852687,33.9660585479607,40.5013384400457
MS,44.8384932901056,44.8475734600896,42.5312513172311,47.0294442520141
MO,42.0192566692614,42.0323536095421,39.1322313511,44.9034762378426
MT,38.3424154315801,38.3675658638796,34.3940836119236,42.265509302038
NE,38.38816300715,38.2921946308953,34.0197584795321,43.2118616517601
NV,37.9484605070284,37.7922624199615,31.9628699918044,45.0158768142199
NH,39.1527956100236,39.1652260943164,33.2558336798175,44.7806844094795
NJ,37.9241917291626,37.9132102784919,35.0866196040217,40.5247406667852
NM,37.4854103853464,37.3799121658174,33.6814895298297,41.7848286172617
NY,38.2232183984843,38.2755694908602,35.5433120955826,40.8560244051496
NC,41.134035588913,41.15099343855,39.0214010227029,43.3213728683766
ND,36.3783104083306,36.3098096218688,31.7769852983226,41.2265784130995
OH,40.461195565725,40.4691131200034,37.9627233912973,42.9835590735762
OK,41.6354103257041,41.7093548833303,38.5808668441848,44.5750706111513
OR,38.4976496484845,38.5251549761702,34.8487186243175,42.321341381235
PA,39.2969879714151,39.3311921131216,36.4727337961393,42.0293036107886
RI,40.5775553087951,40.6805083136532,33.1815532602833,48.0349061939008
SC,42.6152685191814,42.7125790467455,39.9768143714721,45.3333637548928
SD,36.7024306286908,36.7306454218885,32.3928793372061,40.9541777108565
TN,42.1604464436746,42.0001654481813,39.5412503675958,45.1655133216331
TX,36.8269313935311,36.7734084410365,34.501076853036,39.3518967673653
UT,33.6862922148603,33.571505568765,28.7826809375766,39.1350540400712
VT,39.6408856402295,39.5326654271424,34.851776799873,44.6337806413719
VA,39.1027186824143,39.0971359155885,37.1010898314389,41.2184159820739
WA,37.6352041183119,37.7302588718768,33.5192256037484,41.3382156247089
WV,43.682659027117,43.6318491093638,40.7846260356181,46.8168642435613
WI,38.6645582505186,38.5854891778679,35.8363022376526,41.7346353315865
WY,37.2733662328767,37.3048777708991,33.4093834585749,41.4369803566336
