ethnicity,mean,median,lower,upper
asian,0.62134518178828,0.62106121812472,0.595406979857162,0.645389099488174
black,0.483898766594188,0.483816361560935,0.468925943386344,0.498699619394856
hispanic,0.590213066761654,0.590387789975063,0.565435563490556,0.613771570088615
other,0.546464788743627,0.546742902406254,0.530245317681145,0.561126512362962
white,0.550159573411454,0.550475018196242,0.539516374971071,0.559300491375528
