age_group,mean,median,lower,upper
18-19,40.1433855635376,40.0979215223165,38.6595664314781,41.6751025539291
20-44,56.3564819950537,56.3573440064199,55.1675202147349,57.4203802337254
45-64,71.9992849607675,71.9838089315598,70.9772387516718,73.0355790270312
65plus,72.3908528852387,72.4097917683944,71.1631392232442,73.5197485843386
