age_group,mean,median,lower,upper
18-19,0.596524314912705,0.596231794339333,0.578465957117613,0.615886365554528
20-44,0.603570354145117,0.603682026394545,0.591239572229054,0.616982776907664
45-64,0.728696993520207,0.728953671008404,0.718015973204493,0.738582558599318
65plus,0.82942793474028,0.829378039339436,0.820910925109755,0.837466179293063
