age_group,mean,median,lower,upper
18-19,0.334609530583681,0.334265310970912,0.307247723774715,0.364352780524328
20-44,0.231836507711361,0.23203336497,0.220088356082366,0.243585841729045
45-64,0.265100440933621,0.265150248655748,0.254224624517799,0.276572670778192
65plus,0.408852673227138,0.409149700337146,0.393355865254838,0.423861014608722
