state,mean,median,lower,upper
AL,0.295020216822828,0.295156500582888,0.268570419361937,0.325315802601303
AK,0.269630714021087,0.26889279238436,0.219486407707702,0.323527322013706
AZ,0.315604013012918,0.313659171265632,0.24877914728987,0.396736619697077
AR,0.282960797328866,0.282418469930861,0.255242505632619,0.314184388564662
CA,0.295328106395596,0.293956770120228,0.259469789344396,0.334528968733706
CO,0.27074270603308,0.270955805166564,0.233624645195349,0.309714948070554
CT,0.309635641174427,0.307958046615436,0.256412694267867,0.366114727821622
DE,0.298212617821039,0.294825268008206,0.227233115980255,0.375385545446745
DC,0.280674218353472,0.279968380594012,0.180788993067434,0.39031915610704
FL,0.323787690090897,0.323651441006618,0.294988294449203,0.351126811272705
GA,0.278962931224113,0.278830793575882,0.256203191351063,0.302709867385909
HI,0.306388441153959,0.306279088887854,0.236200403989135,0.384944646803327
ID,0.267561018212186,0.26517119387324,0.224475122573923,0.32560170304329
IL,0.295203004784711,0.294606860798905,0.25058707817386,0.342870938288613
IN,0.285593524415775,0.285092961096532,0.255443726776531,0.314921619096813
IA,0.279873343180097,0.278898774777124,0.246133781392889,0.313244595528031
KS,0.271189580208828,0.270503891848876,0.233027802976735,0.312469817650117
KY,0.29368033773789,0.293818897477571,0.262794568529376,0.327486303952623
LA,0.294858005740625,0.295373053694877,0.266284655523996,0.323318443388684
ME,0.305535695129722,0.304350377872705,0.252536370518246,0.361240924698876
MD,0.310503226699792,0.310002156220905,0.272377735199558,0.353522194905015
MA,0.316873207161721,0.314806259723225,0.270917409281486,0.371387577120846
MI,0.27736951276327,0.276424186662427,0.244193078333747,0.31034127427297
MN,0.280265432904334,0.279161956176224,0.24015304071839,0.324967232674805
MS,0.287211822451933,0.286971765918592,0.261257595967753,0.314710073771142
MO,0.263953832835063,0.263058154614362,0.23286418126418,0.297603089573394
MT,0.260935099329617,0.259167225505227,0.219059140137937,0.305926212194028
NE,0.289777203020219,0.28985678143368,0.239617534868611,0.33541561808432
NV,0.291128131450362,0.290434554658665,0.226049474134922,0.372181048104741
NH,0.307405637221282,0.303815723945365,0.245022699191933,0.380524621283578
NJ,0.3398193073908,0.339550099963436,0.303932415121127,0.375900347536098
NM,0.293415822467247,0.292809667736291,0.250439989509892,0.347505971632305
NY,0.317641287621168,0.317623553736299,0.280377465561339,0.350373196791227
NC,0.300139101490277,0.300071361494776,0.276239823605188,0.324966244689661
ND,0.275307948011338,0.274299516698851,0.231463323021749,0.325586099931906
OH,0.289604882440829,0.289122974300518,0.260702190538056,0.319239152864997
OK,0.277160684017048,0.276432606222674,0.244402088070887,0.313031345430404
OR,0.268342600619983,0.267831811570253,0.227844221102887,0.311168538284207
PA,0.306944015723116,0.304923498431656,0.274275698683164,0.343810032558296
RI,0.304063073682494,0.301947774191632,0.236401802887756,0.39320145721868
SC,0.284326207077218,0.283249602252021,0.254251109975658,0.319658801895849
SD,0.27093196280963,0.269676793249286,0.23337567881652,0.318217922001346
TN,0.305129870807025,0.304421498247203,0.276746223244753,0.335366714839287
TX,0.304168137106125,0.303960056326637,0.276489825210682,0.329304915566911
UT,0.258999395176292,0.255779996021366,0.20538321580102,0.325267372251352
VT,0.299857876552546,0.300125004196142,0.240581201104829,0.353061150924788
VA,0.302668894338331,0.302235949580306,0.277393405603584,0.32911888135741
WA,0.287664341075652,0.287947230070017,0.241871084646609,0.329872549596669
WV,0.297656615247136,0.297421736270019,0.266648793179772,0.331923404095921
WI,0.283092857977535,0.282723887184015,0.246925647794669,0.318617572184134
WY,0.262746088171086,0.263399438103308,0.216947801856983,0.307825586164042
