ethnicity,mean,median,lower,upper
asian,0.439070579863384,0.438864356029106,0.413811116889527,0.466953287160973
black,0.328086786967448,0.327514532982182,0.313298631091139,0.344868403484898
hispanic,0.41576051192702,0.415182021421514,0.396136892679953,0.43755258155696
other,0.379216404585741,0.379411127306964,0.363007928411109,0.395537151183479
white,0.38920679563819,0.389372086061873,0.379453355208317,0.398704619262629
