ethnicity,mean,median,lower,upper
asian,0.710414789652398,0.71111308398209,0.687559144205469,0.731623220664902
black,0.707559329745529,0.70767634722486,0.694022791208638,0.720984734070282
hispanic,0.694329671311667,0.694895523904417,0.671682836518816,0.715829843829248
other,0.678417733955465,0.678480654762909,0.665597192007675,0.690275700686981
white,0.721363904803363,0.721552997052059,0.713892758725326,0.728694838791769
