age_group,mean,median,lower,upper
18-19,0.501863680217322,0.501413612184444,0.480152631159236,0.526400665220908
20-44,0.362987054599715,0.362581251554087,0.349733304599592,0.378028412434223
45-64,0.361765574881713,0.361754503871959,0.3507074029857,0.373424441359502
65plus,0.50568672238459,0.505530521581634,0.494124937195347,0.51846697265157
