age_group,mean,median,lower,upper
18-19,20.0200763974206,20.021657166719,19.1071560706366,21.1089874097718
20-44,29.0154745617494,28.9807624212413,28.0879980708887,29.9798705495315
45-64,47.5601410302149,47.5961684418097,46.3402641790851,48.6205681697317
65plus,57.5186371355077,57.5215829818006,56.2065003305422,58.9049551412172
