ethnicity,mean,median,lower,upper
asian,0.353932043375311,0.353684908762089,0.326084032254964,0.384957373358917
black,0.244854709081532,0.245070460034636,0.231467977080369,0.257943218552648
hispanic,0.334916416363079,0.334540199233811,0.310882373179872,0.363052558765305
other,0.309277469048089,0.309587814953979,0.29260610684146,0.327290013244577
white,0.305575597990085,0.305707992448287,0.294177037124647,0.316420106385751
