age_group,mean,median,lower,upper
18-19,40.9951864899866,41.0062833523837,39.7119835588683,42.2964214549899
20-44,57.6635965309692,57.6460559469238,56.4815191953581,58.8724118931062
45-64,73.0062426942243,73.0139780520005,72.0098435098034,73.9536061042786
65plus,72.7247792053493,72.7080696766475,71.5473771317993,73.9344229932536
