age_group,gender,mean,median,lower,upper
18-19,female,13.2820806255544,13.2748090369775,12.0510155118835,14.4908734840829
18-19,male,13.8495253449251,13.8623234158889,12.6054191822675,15.3004542401757
20-44,female,24.837722331667,24.8359452912934,23.565999211331,26.1437744979004
20-44,male,25.7399817605985,25.7370720411838,24.4848326350296,27.0136876018918
45-64,female,46.621886024324,46.6130357851386,45.0743468379765,48.2659518926866
45-64,male,47.9871135344458,47.9619605671775,46.416032683285,49.859849693222
65plus,female,58.2992504985377,58.2866987230172,56.6412179318015,60.0657593570175
65plus,male,59.8240134417893,59.8466734806034,58.2988832183627,61.4609324477221
